66 75
24 58 5
6 13 14
13 12 19
45 23 21
2 57 15
60 57 -33
11 30 24
47 29 13
32 41 16
33 41 -3
55 14 11
38 64 20
27 54 9
30 13 19
4 56 19
65 27 33
42 4 14
51 43 12
12 32 27
19 35 22
8 65 29
40 50 -4
41 45 16
32 22 20
7 26 24
25 22 15
5 45 39
48 37 35
56 29 18
3 56 28
10 57 27
10 59 25
2 45 29
5 52 13
6 7 17
11 62 1
4 26 27
16 23 1
9 10 -6
1 54 10
43 23 17
13 59 13
51 44 16
16 22 11
35 41 30
57 61 -32
43 36 12
7 61 37
44 58 12
25 2 23
48 10 15
21 52 -1
0 9 32
28 12 32
65 36 15
63 47 4
55 60 19
29 32 19
16 51 13
39 33 11
45 55 25
56 8 14
16 42 20
52 39 33
8 2 18
15 64 23
55 22 15
19 26 16
18 30 7
46 6 22
5 8 27
54 49 21
64 54 26
13 39 29
23 30 9
