250 1000
100 222 19
30 108 15
97 183 20
38 235 15
43 181 16
96 202 24
78 122 17
121 181 31
244 206 19
219 17 21
46 191 30
223 157 8
17 56 14
158 198 17
87 140 32
241 246 23
78 186 31
158 111 14
96 99 21
121 113 21
151 100 19
151 206 26
23 162 22
206 69 18
79 96 16
24 157 24
140 202 15
46 244 28
61 64 25
122 153 19
177 95 4
209 148 19
91 181 23
80 235 23
189 96 34
74 170 14
192 119 22
143 173 11
238 52 16
143 225 27
198 180 29
207 192 33
2 1 10
5 205 29
187 224 19
64 129 36
64 193 23
228 65 32
56 8 30
124 193 12
226 41 34
28 197 5
13 226 19
54 52 22
163 174 20
19 178 6
206 182 22
52 180 21
147 47 21
218 68 14
228 204 15
136 94 23
220 98 21
209 138 23
85 84 31
213 187 22
30 64 22
127 118 19
168 233 33
229 3 12
156 211 18
199 156 28
57 52 20
93 77 17
175 114 18
164 136 25
82 94 30
200 153 10
232 169 15
174 94 20
45 152 10
171 100 29
234 60 22
159 140 28
32 33 41
242 90 25
10 191 29
156 9 27
61 48 26
128 175 28
22 74 13
222 173 25
218 119 15
40 64 27
119 54 35
123 197 8
87 205 3
133 104 20
120 184 26
67 218 30
66 3 17
26 232 20
197 171 14
177 206 11
81 87 34
59 28 37
7 126 34
69 68 17
43 57 22
219 213 17
155 53 16
24 75 7
162 137 19
54 153 12
135 87 14
22 17 19
104 16 36
98 154 15
81 70 12
180 45 21
8 70 15
56 0 12
29 192 15
214 27 11
3 41 23
106 122 23
56 94 28
104 148 16
79 248 31
73 157 6
120 91 8
67 162 33
58 214 18
30 227 26
136 185 24
110 207 25
55 245 19
149 143 28
160 1 30
125 13 22
97 61 18
74 116 18
235 171 19
1 178 12
11 239 4
146 205 7
204 2 27
150 121 6
103 144 13
200 159 14
29 126 16
143 36 20
167 98 28
39 1 15
40 5 21
65 112 6
172 40 32
185 43 27
234 217 32
85 79 34
191 16 21
193 132 2
208 201 38
153 22 42
45 62 16
140 220 14
181 127 21
198 130 15
198 152 0
38 48 13
143 174 13
50 104 35
84 63 23
48 185 29
50 143 31
210 219 32
3 97 10
149 37 17
194 107 23
94 215 23
26 181 29
17 192 15
185 177 21
214 216 12
99 223 19
41 163 25
79 244 24
152 110 35
126 27 19
149 126 29
110 61 9
58 145 19
10 6 22
110 102 11
127 83 26
13 90 19
104 91 16
144 92 10
228 199 19
105 96 30
118 30 38
234 194 29
144 90 27
209 6 26
139 146 17
30 195 22
248 246 19
158 214 6
241 122 17
93 2 12
61 248 25
244 83 16
93 111 15
71 100 24
38 174 23
70 230 1
29 221 18
52 97 23
119 10 22
75 17 37
236 181 18
135 192 11
242 188 26
117 194 21
50 190 16
181 195 33
42 146 14
34 222 9
116 246 37
168 215 22
20 60 23
164 111 22
122 181 23
128 76 14
154 75 25
147 155 6
60 155 19
109 105 16
241 111 24
171 204 18
110 5 22
167 131 22
134 72 23
209 5 19
125 225 30
107 174 18
141 81 8
36 30 43
21 216 21
66 62 11
44 236 9
216 237 12
236 42 14
165 212 13
179 194 22
63 152 27
111 242 39
122 79 30
84 123 22
176 148 28
171 13 23
108 193 3
178 164 39
149 228 28
235 154 26
75 138 24
45 144 18
68 11 2
27 9 13
58 3 26
44 198 27
103 109 26
74 120 6
230 137 11
203 58 22
189 202 12
21 214 7
155 186 18
167 145 29
182 145 24
186 45 15
188 86 18
221 57 34
230 175 13
5 115 18
69 43 18
174 104 25
80 104 21
231 162 17
197 123 -6
143 72 9
50 43 13
212 145 28
99 97 22
118 164 17
170 127 10
158 43 25
68 126 23
34 136 16
137 241 28
86 19 15
237 177 5
54 201 10
32 116 20
115 63 31
213 90 39
33 60 35
19 81 29
102 226 15
185 116 19
90 82 30
76 244 22
3 91 18
23 205 24
42 91 22
117 181 17
72 76 16
225 203 30
88 176 37
15 155 32
184 97 35
138 244 10
184 204 10
172 81 16
224 154 21
131 155 27
244 110 20
146 48 30
242 47 33
230 24 22
118 89 30
31 214 37
130 31 31
105 15 21
91 168 9
10 249 23
138 222 28
132 95 11
7 148 18
100 88 12
44 201 23
149 201 23
128 56 12
84 71 12
237 104 19
239 72 38
122 24 12
123 24 9
139 249 24
142 123 7
164 21 25
38 237 19
246 130 16
164 108 16
153 141 38
245 121 20
91 72 14
137 102 23
53 55 23
36 181 21
92 7 28
135 245 12
193 69 19
31 208 7
182 150 20
119 97 10
159 8 17
133 21 16
82 111 16
6 139 15
16 201 20
113 233 19
21 206 25
32 146 27
3 198 21
107 117 28
194 210 14
27 67 25
0 132 29
131 67 17
237 243 24
83 166 16
153 87 29
228 33 21
93 69 23
182 204 18
4 215 32
245 72 33
101 106 28
104 172 13
67 141 31
201 211 14
191 134 18
244 86 21
2 213 18
149 36 8
223 45 16
103 110 13
206 214 3
235 173 18
74 190 12
25 14 10
4 39 10
134 191 6
38 114 18
84 203 27
243 8 35
122 1 35
229 14 16
205 17 16
57 62 25
159 216 26
153 80 11
171 196 31
114 37 8
121 187 12
218 81 15
22 212 29
9 69 11
10 179 21
237 96 25
2 186 40
111 133 22
166 201 28
115 100 27
21 241 13
45 245 20
186 61 23
243 109 32
10 172 19
155 196 22
198 15 28
108 185 7
32 241 28
236 245 -1
243 111 29
162 168 7
222 232 18
41 192 17
198 227 11
80 67 18
81 45 24
31 32 17
32 191 12
149 163 26
191 245 33
160 192 24
162 54 16
54 164 15
240 57 22
125 50 22
92 27 22
183 131 15
77 49 21
210 84 21
102 24 27
173 67 33
211 52 17
143 238 18
123 210 29
243 75 36
235 3 17
243 77 29
129 203 29
70 144 12
229 156 -1
127 62 16
75 16 17
198 147 16
198 206 22
35 92 16
56 198 19
243 231 29
154 45 24
154 70 29
50 207 20
82 181 11
63 160 18
237 213 26
173 163 29
230 238 13
198 75 29
183 237 13
203 166 21
29 140 14
51 242 8
163 41 16
22 24 40
201 144 16
146 22 7
75 196 32
225 125 29
34 52 24
101 40 21
76 156 11
79 78 11
40 44 19
192 230 18
204 102 21
140 32 20
164 229 18
6 238 20
248 247 6
53 179 23
162 63 14
115 50 13
20 150 25
27 144 14
170 33 10
97 198 17
148 192 26
176 72 9
59 2 16
229 31 14
93 96 38
139 67 15
34 145 6
54 215 25
144 95 6
14 140 22
161 157 16
108 200 26
23 244 19
85 98 10
204 225 7
166 177 62
44 133 12
88 4 8
41 49 25
94 153 28
139 241 18
165 238 13
222 59 10
232 60 21
102 205 27
69 3 26
130 247 22
79 76 14
24 150 27
158 16 15
246 58 24
37 207 17
161 83 30
95 119 17
168 240 34
78 10 16
169 98 22
47 12 11
99 205 12
76 26 19
89 7 -5
190 82 24
135 154 9
86 149 27
184 152 13
36 84 3
202 46 30
26 97 7
29 151 18
130 162 6
16 50 25
180 99 27
153 23 17
91 105 20
230 201 20
0 66 20
28 177 17
205 225 19
62 202 27
155 180 18
44 135 26
17 86 15
100 37 10
156 33 12
16 17 19
12 49 1
184 76 11
114 153 29
168 35 1
139 68 24
183 99 26
216 33 29
54 71 25
106 134 21
69 105 8
221 121 17
129 53 18
81 162 26
37 113 11
158 178 10
173 195 3
199 124 15
45 60 20
210 166 24
4 185 34
16 167 13
17 219 17
141 93 20
248 61 17
152 50 19
167 149 7
2 164 25
18 27 28
84 242 17
63 145 15
110 198 18
15 234 9
175 224 33
94 32 20
223 26 24
98 207 27
42 223 24
109 192 30
16 31 14
45 108 27
131 9 21
145 98 25
99 198 13
136 164 15
172 87 15
152 6 16
68 215 7
75 215 18
176 207 30
42 139 29
3 134 18
25 227 29
167 246 4
89 124 24
207 135 29
56 38 17
70 235 17
147 44 20
69 45 16
237 182 13
53 190 18
187 171 24
100 236 27
102 12 24
187 11 27
134 1 29
117 56 27
88 109 30
35 80 17
6 32 18
164 205 24
97 27 21
91 10 33
32 118 11
248 83 17
79 175 38
114 238 13
18 199 13
124 234 21
150 86 25
30 176 24
243 222 12
146 71 20
134 142 22
65 174 16
43 101 27
40 115 17
179 248 1
15 212 15
160 187 17
76 64 28
77 93 24
180 145 38
36 13 22
86 151 7
112 234 20
104 66 4
101 224 16
85 92 16
87 147 27
151 197 0
169 12 20
14 132 22
27 220 16
224 205 20
35 3 21
14 135 13
172 114 20
137 116 6
69 185 27
130 100 16
237 28 11
140 42 21
173 125 22
114 133 12
190 114 32
244 113 20
13 92 21
234 221 6
59 141 26
90 92 31
222 218 26
216 171 33
54 226 35
247 240 21
10 67 26
37 56 13
170 63 26
23 103 17
55 240 29
132 236 29
101 38 36
87 103 21
85 148 15
2 146 22
151 22 22
172 98 40
74 196 21
224 169 25
12 30 22
74 44 20
243 210 34
98 152 31
226 77 27
199 100 14
66 181 15
17 235 26
182 162 26
56 69 19
178 145 28
202 164 0
172 76 22
69 122 23
203 28 24
126 216 20
7 177 27
188 222 18
61 152 16
48 53 26
47 91 5
68 31 22
25 85 7
128 96 22
32 49 15
106 66 2
54 111 -7
198 181 19
148 25 38
161 89 26
87 181 25
114 11 39
246 55 7
180 111 1
98 138 26
10 162 14
45 196 20
107 5 25
228 246 26
245 84 34
107 122 7
227 78 14
199 229 19
1 85 -5
114 215 -1
16 168 7
193 243 36
124 149 29
222 57 14
105 176 26
84 114 36
231 49 16
224 236 18
66 233 28
10 205 35
21 155 14
84 69 26
156 214 20
35 143 18
6 35 19
183 129 27
115 129 15
1 7 21
23 1 35
148 140 9
242 132 18
198 241 30
14 166 30
132 88 24
178 233 30
188 88 8
229 148 21
8 179 13
48 77 26
38 197 14
193 162 26
56 24 20
237 120 16
83 228 26
28 53 29
116 235 15
71 202 24
115 89 22
223 107 27
164 88 13
157 199 16
65 53 31
228 52 24
249 192 11
177 217 19
47 205 6
53 59 26
173 166 29
218 12 16
54 102 17
209 41 15
34 240 32
204 55 17
229 12 25
149 95 23
87 139 23
248 177 14
147 177 26
111 28 9
7 195 26
165 179 27
84 219 8
20 145 25
197 81 29
32 158 14
64 249 13
167 184 4
141 94 14
217 138 12
15 22 24
222 172 5
225 118 15
209 10 22
32 170 22
104 163 29
52 146 16
101 126 16
175 20 12
83 29 13
235 69 18
162 186 20
109 180 23
32 226 13
135 29 18
39 223 21
79 162 24
190 33 18
74 243 14
3 51 16
210 211 11
186 137 15
239 107 13
31 205 15
248 238 23
246 21 16
206 49 26
8 211 30
212 144 14
143 234 19
215 146 24
235 178 21
143 62 9
194 241 6
209 233 18
218 187 7
29 249 7
226 68 17
56 169 16
66 162 31
192 249 15
23 3 19
156 159 37
119 96 27
245 107 21
78 196 19
63 140 25
166 90 14
136 142 6
230 135 15
81 218 29
116 21 7
38 241 20
219 75 35
242 81 17
119 71 6
223 93 25
116 8 22
181 115 10
75 198 29
72 146 21
240 33 29
11 249 24
98 244 17
122 204 5
164 160 16
224 127 33
138 50 26
198 179 24
172 169 8
93 231 11
38 56 16
59 137 23
127 50 19
12 170 24
36 27 26
58 21 18
13 89 26
242 206 12
183 173 24
232 228 21
157 137 7
176 57 24
176 161 25
175 125 28
228 74 18
168 12 21
182 147 19
66 8 27
174 233 21
130 163 22
28 211 28
10 115 -1
21 66 23
99 233 15
147 70 13
244 10 25
169 149 8
177 37 28
29 86 18
124 182 11
139 246 29
45 96 25
146 104 37
246 152 24
111 121 24
177 173 4
228 242 28
11 41 14
239 203 18
191 23 28
21 33 18
84 32 21
133 193 23
131 172 15
126 208 19
83 106 32
194 120 20
0 152 31
100 159 18
177 98 17
53 194 36
188 242 32
146 15 15
39 187 32
207 66 27
126 42 16
21 204 24
150 77 13
234 38 26
19 179 15
139 120 19
32 232 1
139 112 25
54 131 24
222 61 10
243 193 21
186 195 12
172 178 28
105 153 13
128 155 12
17 121 16
201 35 18
149 142 10
150 80 33
199 120 16
212 99 18
3 125 19
39 248 28
95 185 16
58 59 14
22 85 30
187 58 8
90 132 13
55 163 22
166 155 17
13 232 36
207 11 4
29 239 30
199 137 21
216 2 31
204 29 35
79 112 10
231 139 21
174 96 25
169 52 10
89 233 20
246 172 3
218 182 10
235 35 20
42 242 30
138 27 10
