85 2160
48 32 4
81 60 0
25 18 19
75 48 29
72 7 12
48 16 6
26 69 23
36 58 18
33 6 23
59 16 31
16 38 17
62 32 36
79 76 29
56 39 16
22 63 14
14 34 9
80 31 12
9 16 22
74 9 28
17 69 38
25 83 -3
46 9 15
28 21 12
14 62 12
77 18 -11
59 0 9
57 30 15
45 5 23
16 39 15
27 35 35
40 45 24
48 22 26
52 67 23
23 5 0
58 5 24
39 62 22
72 74 9
69 74 7
32 38 26
75 9 26
38 35 18
77 1 4
81 41 13
51 31 19
33 56 25
63 28 19
81 1 7
73 44 7
15 61 31
42 31 9
31 55 33
28 31 23
54 57 20
21 6 13
79 0 21
68 30 31
69 2 37
52 43 13
71 39 40
11 4 11
61 9 20
57 23 18
40 79 14
77 49 32
77 46 15
66 53 25
68 21 6
68 51 20
68 15 15
63 80 29
37 56 24
49 57 36
83 0 -9
64 47 12
39 57 13
63 16 32
9 8 21
73 43 21
11 53 11
28 47 21
63 31 8
16 5 25
74 58 29
21 54 35
69 18 29
37 11 2
64 16 8
80 58 12
50 46 25
38 59 17
47 75 17
69 5 35
25 11 14
48 80 29
18 77 32
46 0 26
72 56 15
14 63 -10
84 61 24
61 52 1
5 42 10
50 76 26
42 5 14
30 44 29
55 3 19
24 13 4
35 76 38
80 18 7
9 41 19
67 20 31
54 63 27
23 25 35
50 11 11
32 44 2
71 41 27
29 53 6
4 50 14
32 35 22
76 78 22
2 26 2
64 15 31
18 38 13
35 10 7
31 41 22
69 21 22
4 46 14
30 0 23
49 19 29
17 72 -1
23 41 0
37 41 21
62 7 12
35 11 16
51 72 18
72 59 6
57 82 2
50 6 12
25 49 12
22 36 12
4 76 18
5 29 9
40 22 15
55 13 33
76 12 -11
55 75 31
67 59 24
27 8 23
65 30 24
57 73 8
1 18 13
79 2 2
8 63 14
83 15 33
20 72 15
46 23 32
77 59 28
36 78 10
58 1 11
66 35 34
58 43 14
74 6 -33
44 51 20
8 15 34
60 32 18
65 38 -13
39 7 12
71 19 14
9 51 11
70 81 14
24 84 16
24 61 30
36 10 18
40 50 25
44 73 29
73 20 4
56 20 37
27 22 -3
42 61 29
26 67 29
18 7 24
44 24 3
9 56 10
28 8 -39
38 68 27
5 17 19
84 54 25
30 49 17
84 68 17
22 74 7
31 82 25
15 31 18
69 83 15
47 8 27
39 59 23
74 77 4
39 23 12
2 22 14
17 31 33
35 5 13
52 4 1
38 14 15
83 13 39
14 25 32
76 20 28
58 45 16
15 36 29
84 60 11
25 76 39
4 79 12
59 46 17
80 72 24
36 54 17
49 0 25
13 12 8
8 27 33
42 82 17
10 20 -4
2 44 17
15 14 14
75 45 9
14 15 24
44 16 24
62 25 29
70 71 34
54 46 8
63 64 8
69 28 24
10 26 28
15 81 -2
33 68 34
73 25 24
31 33 18
48 74 25
11 0 9
53 21 8
7 39 27
40 44 25
80 75 22
16 8 26
36 30 26
9 20 22
16 36 20
54 16 19
69 43 14
20 73 7
8 80 20
43 80 24
60 43 18
38 27 27
0 77 26
58 38 13
66 83 11
75 65 26
19 68 10
43 19 29
80 2 14
75 34 15
3 33 21
20 21 20
70 47 9
67 10 16
48 30 5
70 36 6
48 46 19
42 36 19
77 43 -34
30 83 20
50 40 28
33 46 27
38 84 11
1 6 13
52 68 24
35 41 5
19 78 26
44 4 22
15 23 28
24 0 27
1 69 2
43 54 24
39 16 17
58 78 6
81 48 10
78 3 22
78 4 19
35 54 28
36 47 32
38 49 -2
71 70 26
72 10 19
13 32 12
33 65 17
30 18 18
10 15 30
58 28 14
23 77 9
52 53 18
76 52 9
11 2 10
78 81 -3
82 65 11
3 40 24
43 84 20
21 51 14
22 15 0
47 69 31
0 58 22
35 57 1
66 6 0
36 63 6
83 46 11
66 74 19
20 84 9
80 48 18
25 81 13
77 78 24
4 60 28
14 66 0
68 4 27
12 63 22
33 36 -25
4 59 30
57 10 3
48 52 25
53 57 26
44 11 -24
29 9 18
39 61 32
83 12 15
12 49 27
76 42 0
66 57 -1
70 23 35
59 36 25
59 48 -1
51 8 -2
12 66 25
60 4 22
44 37 19
16 23 38
83 75 25
8 29 33
2 75 34
18 10 19
30 36 33
70 66 30
72 18 27
2 67 33
80 17 14
69 57 3
43 16 18
64 12 29
50 27 13
20 12 18
18 12 37
6 51 -3
31 8 24
43 42 7
47 10 -22
56 67 18
19 57 22
53 23 14
64 59 29
43 24 32
66 46 31
68 16 6
32 60 6
7 74 1
54 17 33
69 29 5
56 24 9
28 37 9
27 33 5
35 26 18
14 31 22
50 23 19
21 7 6
39 11 29
76 13 10
21 8 31
72 20 13
11 14 19
60 7 18
33 20 27
51 82 14
62 3 37
83 60 17
64 42 22
50 13 22
37 7 27
4 6 5
29 55 38
22 64 15
42 52 31
48 28 14
35 51 34
64 65 24
41 74 10
19 69 26
57 46 3
8 43 29
48 53 10
59 79 29
25 44 19
3 49 45
25 12 17
43 29 31
2 66 31
43 76 27
71 15 20
31 68 21
19 62 12
35 36 -15
29 47 33
26 13 -33
54 41 19
84 46 30
16 69 11
4 67 20
4 37 3
4 55 7
64 8 12
57 83 7
42 84 21
4 22 43
64 76 22
18 84 17
53 0 24
66 82 3
7 77 35
76 38 0
16 50 31
81 67 15
16 13 22
12 69 29
14 49 27
83 47 18
66 52 6
30 57 35
18 8 19
45 78 19
12 72 34
11 79 37
73 22 11
59 56 -5
66 30 20
71 58 5
64 7 24
35 30 12
11 23 29
76 39 25
25 45 39
50 28 21
52 11 10
12 78 13
37 31 21
51 19 29
58 17 -19
42 66 8
83 50 15
58 40 16
23 33 41
40 42 27
40 17 17
63 50 36
79 14 26
40 19 29
33 78 24
61 38 0
7 59 32
13 10 20
63 12 3
59 64 31
35 21 22
29 20 38
31 4 16
59 39 39
13 36 26
31 13 20
73 48 37
84 77 20
6 19 6
81 82 3
25 59 41
68 58 -2
52 37 9
70 37 18
21 5 23
1 79 12
66 38 21
37 4 24
2 7 6
64 38 10
33 17 21
11 57 25
40 51 23
67 64 42
48 75 28
0 50 15
41 84 8
43 72 27
61 69 12
34 44 16
74 42 21
3 14 13
15 27 13
58 81 12
47 12 3
44 57 13
31 44 12
26 76 37
3 45 22
2 81 21
20 18 21
43 27 28
1 38 24
11 61 26
82 51 23
55 36 23
44 83 35
69 63 9
47 3 36
26 20 8
38 5 21
56 41 0
8 26 28
77 54 26
62 1 -6
18 32 19
64 80 27
57 39 38
69 30 30
31 48 11
27 55 20
35 17 33
4 2 19
39 65 12
46 64 13
7 62 27
35 20 27
54 37 28
43 65 4
70 16 9
61 2 19
76 56 24
2 71 27
32 66 19
41 13 22
51 52 16
78 39 21
64 55 8
52 47 23
66 64 22
47 65 4
46 72 20
18 31 17
53 65 26
78 13 11
39 52 28
68 49 30
1 2 6
22 32 24
58 75 26
69 62 17
14 68 17
37 61 18
0 61 19
48 58 23
63 67 29
68 31 15
48 3 -29
53 19 33
23 71 12
12 44 16
63 54 12
43 31 20
33 32 36
30 56 -4
78 19 31
3 15 24
52 60 -10
59 78 36
43 57 2
39 36 21
67 12 23
43 34 29
2 78 11
22 51 19
31 26 15
9 14 32
77 38 11
64 62 8
46 1 33
