700 8000
626 425 19
27 606 17
195 443 13
324 688 14
216 328 13
690 604 18
359 201 24
404 678 13
484 295 20
390 509 6
150 193 13
272 61 21
501 540 25
262 687 18
163 515 20
367 299 22
167 219 20
687 232 13
329 128 26
175 488 17
638 634 17
302 284 20
619 567 16
370 297 30
106 147 15
306 356 18
106 622 22
64 225 24
666 404 21
693 139 19
322 593 14
73 474 6
335 358 29
101 414 18
397 174 21
281 462 19
475 536 22
407 390 31
456 42 26
487 227 5
512 527 10
99 698 15
161 648 26
42 47 2
400 698 14
535 274 25
647 317 18
328 169 13
81 416 13
569 555 21
54 450 21
397 600 14
180 286 25
564 501 25
454 176 41
328 273 18
468 480 9
115 490 31
307 295 23
559 691 22
510 49 12
346 426 19
172 352 6
504 314 25
371 426 33
328 362 7
126 6 30
26 538 28
63 265 22
583 629 3
64 93 35
87 618 20
421 475 25
71 620 14
63 392 28
450 286 18
283 317 11
116 233 20
90 283 27
578 63 23
657 370 28
187 675 8
33 270 16
239 199 28
629 70 15
285 366 23
304 597 18
278 406 16
116 490 27
248 313 13
296 644 21
189 578 35
293 166 27
91 326 20
439 137 23
514 161 27
381 260 15
483 656 21
591 539 10
202 366 20
578 626 11
489 116 26
55 60 14
36 158 17
17 383 29
15 408 25
234 249 22
98 510 19
313 315 22
215 354 30
103 136 21
446 525 20
611 310 16
622 502 25
412 124 23
70 657 12
656 414 24
592 340 23
509 96 26
89 505 16
140 97 14
627 500 26
672 60 18
626 635 24
188 76 15
188 179 23
205 20 3
311 81 31
25 108 30
25 506 15
330 341 10
610 411 28
142 503 16
274 363 30
692 118 19
57 122 12
91 81 19
39 431 12
124 677 17
70 196 13
578 324 10
207 674 10
72 227 33
26 537 3
131 592 22
403 8 24
635 233 20
593 294 27
391 608 28
69 525 28
115 13 21
322 136 22
96 489 23
152 686 14
270 325 35
356 4 21
252 84 31
496 48 16
455 506 26
547 49 26
399 471 20
173 674 21
419 361 25
382 593 11
393 416 26
210 641 19
598 72 -8
664 191 32
325 59 17
619 330 9
393 430 20
666 159 14
45 377 23
67 79 13
53 196 19
107 538 8
233 19 25
71 103 17
136 463 30
311 287 21
645 253 16
256 290 16
656 205 7
524 683 28
235 561 18
309 451 13
199 626 24
203 303 18
232 524 21
491 20 17
430 383 28
566 50 24
36 610 18
649 693 16
405 615 22
460 625 17
496 0 14
111 688 11
391 308 29
380 387 29
38 42 14
21 574 25
681 645 24
308 49 20
435 410 10
238 349 8
67 546 18
262 207 15
527 518 24
645 316 25
502 150 24
427 309 25
22 695 22
497 471 24
379 642 21
633 333 10
206 108 14
222 96 24
96 103 21
442 603 2
553 332 29
415 506 24
406 379 26
244 167 24
251 416 17
667 90 26
466 519 16
55 112 22
82 9 17
330 217 23
426 18 30
452 571 30
250 53 11
202 644 24
137 303 27
221 505 7
195 538 10
233 37 19
603 38 34
10 314 15
129 230 36
272 249 21
392 661 4
91 388 24
526 588 16
385 451 14
402 561 25
394 480 24
568 552 11
375 60 10
105 127 37
516 632 33
343 662 18
225 498 21
22 318 23
398 85 32
38 285 16
497 694 12
288 352 20
697 82 23
489 225 15
386 123 27
110 535 4
563 128 28
310 515 18
240 534 20
216 417 33
252 330 17
281 92 11
209 486 15
536 430 16
568 380 12
643 449 17
95 152 20
440 167 18
510 225 10
110 172 19
189 534 19
681 142 7
284 390 23
26 217 12
338 579 21
342 51 23
632 127 0
596 638 8
96 677 20
517 438 16
449 511 18
367 286 14
16 337 24
552 197 27
554 519 27
251 28 15
540 223 27
539 22 18
404 550 24
645 486 36
191 669 37
509 354 27
523 536 32
559 225 19
291 105 16
680 331 15
443 600 11
328 256 31
78 549 16
279 273 3
584 631 18
479 568 7
58 370 20
422 455 14
3 86 26
345 653 23
161 625 25
514 465 20
690 43 20
368 18 18
81 516 16
108 63 32
70 448 25
402 415 20
176 686 21
275 662 22
223 126 18
498 542 29
506 39 28
543 399 12
113 496 14
114 604 15
134 349 10
112 617 20
694 121 18
440 102 17
382 131 22
318 651 20
328 104 33
644 104 12
689 141 17
614 106 17
540 366 27
388 81 20
687 104 20
323 385 21
272 580 5
613 494 20
669 471 19
290 691 17
50 584 21
230 530 15
199 293 24
673 352 18
573 199 17
592 171 9
161 272 1
231 591 12
417 99 13
380 213 15
8 221 41
293 67 33
374 612 29
492 196 28
672 673 2
620 40 22
355 230 19
223 3 25
364 270 21
623 499 10
517 342 21
74 485 16
211 660 12
461 24 25
508 653 25
691 289 18
634 146 28
310 36 19
35 467 20
625 465 19
196 19 13
25 383 23
28 133 13
66 516 18
316 543 34
107 647 25
292 36 12
358 18 8
147 206 19
40 553 28
675 404 23
183 292 13
339 607 16
308 510 24
589 393 28
437 664 37
251 265 10
322 254 21
260 488 10
84 507 -2
289 249 27
36 27 18
190 93 31
322 495 13
537 600 25
401 37 19
599 205 14
563 487 23
405 148 29
367 410 25
360 14 25
683 420 24
622 539 16
334 513 13
446 271 15
518 531 27
208 394 24
27 473 15
432 594 10
266 208 31
648 138 13
497 566 15
400 259 28
614 480 27
670 678 20
293 82 31
527 645 27
241 384 24
446 148 17
353 251 28
341 450 17
364 519 9
335 664 31
568 461 5
322 613 19
645 397 17
352 483 14
484 176 7
50 185 14
264 116 20
483 186 34
380 312 19
430 279 17
78 153 17
157 0 19
149 645 21
661 419 19
312 268 22
515 368 26
284 630 12
465 209 21
637 455 -1
390 409 26
589 92 13
277 59 13
541 62 2
337 375 23
53 80 41
467 607 37
224 67 30
17 485 3
267 578 -3
509 500 12
560 174 16
124 404 8
136 288 13
431 557 30
282 261 12
533 154 16
618 110 17
60 433 22
309 381 12
99 173 14
175 150 24
505 243 19
624 562 29
285 170 7
297 103 15
451 371 11
239 285 7
555 585 17
258 268 30
425 641 32
403 149 21
622 426 14
331 145 23
291 344 16
143 388 16
498 650 22
197 65 3
269 34 21
259 471 30
120 5 28
57 283 14
590 378 0
115 46 14
434 457 14
315 699 25
277 613 13
202 109 12
19 470 -1
444 332 27
405 410 15
252 140 10
541 397 15
511 113 12
521 369 34
632 437 21
485 424 15
428 402 -1
544 424 20
268 48 23
681 231 15
356 345 15
125 203 27
225 289 39
445 501 12
349 569 16
455 286 18
356 432 31
438 503 18
587 365 8
188 554 27
686 253 15
534 60 26
172 12 26
496 549 7
374 580 40
28 649 21
617 384 31
500 540 18
191 198 8
62 435 15
411 65 25
113 293 22
379 439 27
