300 1500
132 16 25
110 219 29
126 67 16
146 198 42
91 198 10
277 116 10
61 13 16
44 40 8
172 17 12
101 99 27
210 291 37
47 30 20
112 97 34
118 125 23
73 275 11
282 96 27
123 93 21
28 269 9
176 78 7
159 215 23
163 285 13
186 285 3
155 196 17
35 96 18
25 33 7
251 267 12
59 211 14
290 218 3
150 75 19
239 189 1
6 106 17
258 213 36
116 8 26
43 35 15
73 9 26
194 35 39
18 3 26
81 179 24
75 282 31
170 40 19
174 133 22
162 61 17
218 55 19
171 79 14
19 20 23
157 7 22
28 228 24
91 96 23
20 112 24
22 278 28
299 124 26
212 240 21
94 143 16
140 269 13
271 246 1
272 251 33
220 172 25
182 152 19
87 121 19
131 242 17
23 47 2
1 278 25
296 217 19
70 141 25
73 218 24
54 196 39
168 76 24
298 25 28
272 76 4
204 202 25
211 128 35
19 95 26
188 261 19
28 297 30
254 106 15
257 274 29
251 86 23
173 9 19
78 21 17
207 154 15
261 97 30
158 6 18
101 191 33
156 283 19
112 183 6
77 27 13
275 257 15
36 181 24
214 179 9
297 196 19
188 63 13
126 136 16
137 111 18
86 186 27
13 259 14
27 151 26
52 258 20
260 69 18
26 171 27
21 95 14
37 69 14
136 70 26
118 244 23
119 182 15
23 56 27
277 291 12
181 280 20
245 70 22
52 224 23
24 254 15
206 132 10
204 27 18
29 116 29
194 187 28
130 201 30
232 49 14
92 74 24
30 106 19
176 64 19
21 108 24
168 9 12
195 60 18
105 253 15
83 18 20
219 42 17
81 163 10
248 286 10
91 171 14
199 12 20
188 250 19
223 210 21
172 284 17
62 100 30
11 61 11
257 40 14
25 127 26
101 48 18
15 31 21
199 143 19
281 142 18
232 83 26
115 198 11
134 119 22
64 46 21
108 172 12
88 278 34
167 186 31
201 74 16
75 146 16
12 136 21
48 137 24
137 31 5
37 79 27
25 232 16
115 176 24
84 40 23
88 174 18
176 276 19
177 207 1
267 66 15
142 125 26
17 86 26
145 205 31
262 212 15
194 11 29
164 191 20
296 278 13
47 229 11
95 6 16
82 215 21
88 287 10
160 271 6
223 52 10
135 180 12
216 133 21
91 244 25
210 49 19
205 266 14
17 104 27
158 169 7
102 109 23
44 38 22
291 52 15
72 131 13
156 273 12
44 248 33
16 109 20
243 220 25
164 195 14
290 180 19
61 85 18
27 1 21
284 24 35
65 128 25
191 17 30
182 27 23
61 76 15
52 97 26
257 117 18
244 113 14
90 137 9
102 124 20
18 293 18
291 54 8
275 1 32
245 36 7
79 267 32
230 25 15
4 155 13
179 2 21
252 85 24
122 28 26
265 176 25
272 158 19
254 107 13
116 3 31
7 18 7
184 121 15
84 272 8
157 35 16
201 143 13
215 65 15
2 293 9
62 269 17
272 263 13
16 68 21
125 140 20
45 148 27
243 41 12
236 230 28
262 182 20
48 274 15
215 55 18
90 264 16
37 100 23
194 199 20
215 63 33
72 256 9
276 188 21
154 257 17
299 198 31
211 78 23
288 150 16
227 70 23
3 21 26
64 170 22
44 186 26
279 121 18
163 238 16
76 251 18
255 167 5
93 91 3
234 74 26
220 212 9
205 67 15
227 296 39
203 51 24
142 289 22
298 4 29
212 142 7
51 257 17
245 20 33
58 248 25
176 274 31
51 294 9
62 99 -4
286 95 28
45 297 28
107 220 16
190 205 24
14 202 18
194 173 12
12 118 12
147 209 34
284 205 15
259 270 13
256 298 33
50 194 19
111 259 7
38 52 12
267 245 25
170 286 19
12 0 9
51 204 19
142 133 -1
284 141 33
266 278 7
8 17 21
277 280 14
66 75 30
248 212 20
60 218 26
216 218 21
164 289 16
99 110 11
117 292 18
41 209 10
265 82 18
206 122 24
67 177 10
80 172 9
143 100 15
205 271 34
243 163 18
77 75 4
258 13 27
157 146 22
43 89 23
248 31 19
75 215 18
250 130 -3
293 66 24
12 103 12
258 119 18
287 97 24
173 215 7
132 245 11
281 24 12
222 179 23
38 121 25
159 182 27
28 289 18
29 209 15
167 179 17
93 35 17
164 30 26
34 17 19
171 117 23
5 30 23
73 57 40
107 123 25
201 4 34
175 134 14
147 169 10
223 249 21
286 184 27
34 296 19
3 217 18
243 270 7
150 141 28
53 97 25
116 298 4
299 5 22
252 70 6
284 149 19
247 120 19
220 166 23
276 0 9
213 30 14
278 92 19
175 272 34
262 249 18
62 284 23
167 138 26
82 15 14
208 116 8
31 102 10
128 292 15
58 29 22
28 153 11
265 175 14
70 169 21
206 242 13
132 63 17
77 5 21
175 84 1
53 111 26
134 17 16
243 87 23
37 19 16
66 233 15
193 215 16
76 134 35
217 51 17
96 79 13
253 48 29
0 99 13
28 120 15
67 95 25
145 164 15
216 246 23
226 23 19
47 131 26
202 217 -9
286 40 12
291 239 22
105 11 14
164 219 36
286 57 37
162 210 31
181 101 18
187 81 21
28 155 19
218 119 8
99 14 14
248 255 23
76 196 21
146 295 21
252 22 29
44 121 23
32 59 11
63 275 16
285 152 23
214 160 13
16 22 15
96 179 4
170 201 12
12 179 14
112 60 23
105 37 8
58 9 35
55 51 26
51 181 35
68 184 8
10 295 22
245 142 24
112 50 32
262 190 17
109 56 19
206 246 21
207 185 19
34 257 25
18 92 29
106 240 20
236 163 20
146 285 13
74 236 17
15 171 18
273 52 23
263 79 25
273 125 22
176 99 8
297 188 22
101 118 13
225 117 12
264 72 22
266 140 26
108 77 23
197 28 21
233 215 23
16 205 31
286 30 14
206 59 21
289 293 24
3 206 24
175 235 20
41 49 33
55 209 24
59 29 11
71 0 16
270 249 12
122 261 9
254 234 17
167 6 22
149 1 23
20 156 17
24 81 25
239 148 18
100 148 21
236 140 21
257 87 18
68 225 10
106 76 25
250 136 27
150 81 22
62 131 20
220 272 10
81 207 26
108 238 26
37 121 31
243 66 12
291 142 6
74 104 13
262 298 19
233 49 4
283 34 15
199 83 31
286 17 18
203 103 25
167 70 21
106 193 25
43 204 34
215 290 30
72 70 10
225 37 16
102 29 19
25 121 15
81 129 23
191 292 13
52 241 14
299 221 6
151 53 17
96 151 17
133 197 38
192 41 28
291 19 10
5 134 21
86 80 28
13 10 5
201 30 16
143 272 25
231 39 -1
89 86 30
30 269 20
227 177 24
213 260 13
139 112 18
116 90 16
43 31 19
0 299 26
209 275 11
274 227 22
269 88 19
65 89 21
0 285 8
139 26 21
168 143 20
0 94 18
271 18 15
141 113 27
232 269 28
251 3 22
209 237 12
29 165 16
235 18 18
233 20 30
164 2 15
279 2 26
208 23 29
84 2 26
150 109 28
70 88 17
30 100 19
262 22 24
118 156 5
94 93 24
100 75 41
108 196 30
90 95 26
33 246 30
228 114 2
284 250 4
121 148 18
113 68 27
70 174 18
160 279 19
177 290 25
283 154 14
92 195 32
245 228 17
24 247 14
35 140 4
151 207 24
49 66 14
176 33 6
181 160 29
210 260 9
22 35 25
58 59 20
206 185 10
155 151 7
138 29 18
90 76 27
228 62 8
290 138 16
158 18 22
76 158 18
95 25 20
286 294 27
218 37 31
82 140 31
11 68 26
189 179 20
204 191 18
109 205 23
134 205 19
297 92 11
127 85 18
256 135 19
66 6 16
38 35 25
50 91 11
17 182 15
20 197 16
188 255 19
85 253 20
139 238 15
209 57 35
100 218 7
17 53 25
118 88 16
25 184 -2
13 155 9
138 225 15
156 203 28
63 262 19
196 73 11
192 105 24
276 2 24
122 255 16
113 256 13
153 156 17
108 222 5
144 257 15
285 278 18
264 67 19
108 142 12
126 240 16
40 91 14
252 55 12
246 287 30
207 43 14
271 68 30
30 132 15
73 65 13
125 295 35
282 230 5
291 188 20
280 12 25
76 119 23
46 263 15
214 10 16
