3000 1500
1310 288 28
2759 1761 15
745 1499 10
1220 1885 25
643 1108 25
260 919 35
1143 2590 22
410 2598 19
2331 1343 8
2682 694 21
354 327 19
1281 847 7
505 2872 23
734 1585 9
594 2709 17
2697 1127 12
2525 234 29
2034 2611 27
258 895 11
1697 358 16
2315 272 11
1121 2855 37
602 1886 18
2381 1577 54
1466 1919 2
1170 2741 27
1625 2069 15
2960 898 22
2744 972 4
2249 2669 34
1799 249 22
1446 2265 22
2156 2300 17
119 513 21
1914 638 12
425 2728 7
2980 907 17
2510 719 19
1153 2089 17
595 1311 13
1918 2527 25
2419 714 15
242 1078 20
654 1950 21
491 203 20
2499 1752 12
2030 1354 7
2474 838 8
1226 199 23
2544 1045 15
272 2124 25
1482 246 34
1474 2798 12
409 460 21
2872 1485 19
2735 1010 31
2221 995 26
751 911 9
2374 278 28
714 2044 21
1430 1428 46
2287 969 23
2165 1633 31
764 1479 13
1922 2818 22
1985 2389 23
2993 188 5
1082 2813 26
934 31 18
531 1249 22
868 1045 13
1709 2159 10
1150 1961 33
120 1526 33
1196 209 33
1977 2606 20
2218 820 9
2524 1493 19
2748 2101 8
246 2203 15
475 2708 24
27 669 32
2864 96 19
1315 1971 26
1962 1183 18
537 1134 18
2038 1490 27
767 2501 24
2777 1508 4
918 1026 31
2044 257 22
2522 1679 27
2188 2063 25
2223 1735 27
783 2632 19
1034 869 9
1330 2701 19
1586 2901 8
2172 2176 18
2377 1367 39
80 377 14
1842 1084 2
1344 2150 27
1354 1942 11
868 1016 19
837 430 19
661 1960 20
2503 1813 22
843 2041 23
2369 1662 32
2493 659 19
186 705 9
1126 1720 7
1509 39 17
2598 1519 26
588 535 21
394 1094 19
2644 502 11
616 1368 12
102 617 17
735 2064 14
1842 2670 22
2522 691 17
235 1974 12
363 2106 24
1103 957 12
2897 1597 18
1822 456 18
772 608 14
2528 757 6
1758 2089 15
2841 2006 31
2513 1951 16
1735 366 6
1637 1412 26
623 1649 28
2640 2164 12
437 632 21
2821 1707 21
914 1290 5
1176 2514 31
1878 628 23
1110 2307 3
2654 602 30
477 555 26
2558 1932 25
2945 1028 17
1311 1610 18
672 363 28
1443 2767 8
435 1530 19
1110 242 28
2313 2920 28
1966 586 26
1194 2052 3
2171 2074 29
1820 381 21
586 2470 14
1746 181 36
1113 2494 25
424 680 29
2755 2986 21
2327 1334 0
2549 1507 21
728 932 23
2154 2489 18
527 104 15
508 452 23
872 2053 19
1942 2383 13
735 2686 11
2691 343 26
2949 2912 21
2965 353 10
2705 2122 16
2805 2135 27
2292 2147 12
1562 757 35
982 1784 26
2692 129 21
2612 1820 24
686 418 24
419 1310 19
1257 1976 18
2509 46 23
2114 333 19
2678 1614 26
348 568 31
2186 1428 22
1367 2799 33
2037 2553 29
1466 2413 16
2656 586 14
1282 209 40
1062 797 5
343 2567 12
2714 1890 21
2717 49 17
390 796 31
1598 80 27
2047 2182 17
506 306 21
963 1 28
2168 2801 6
1475 1420 11
2348 2474 24
1475 322 20
2537 218 37
1111 1495 14
430 347 7
2222 483 21
787 341 20
480 1452 12
186 2932 19
2769 2744 9
1925 1681 30
2319 2356 22
1815 2599 5
2314 175 14
869 2663 11
397 331 21
20 933 17
2182 422 0
848 1466 27
1673 2851 6
1851 421 14
247 2922 11
874 2106 28
2984 358 12
592 2174 1
2163 589 -6
797 1671 24
2087 1944 33
828 360 16
2246 1996 15
911 955 28
312 1786 16
1907 2273 23
1621 928 18
419 104 18
2801 200 16
818 1550 26
2720 2498 32
309 1200 20
1879 2443 21
2257 2720 18
2781 841 24
2648 846 32
1836 853 10
508 1136 27
1653 2474 20
529 2946 22
702 1043 20
2552 180 21
1087 2174 22
1665 1795 9
1395 344 12
2322 634 35
2935 1572 14
1438 2096 22
2332 1629 24
1047 1262 12
1533 1124 10
2610 2231 33
2913 1635 26
422 2349 22
1248 2641 30
1991 772 37
2255 1966 30
225 1024 16
91 1580 24
1840 1203 23
1489 2149 36
2112 1653 26
1843 798 9
2185 2276 5
346 1470 17
1068 2118 20
1713 1923 24
609 2700 4
2032 2240 8
1814 2601 16
789 870 0
2645 1626 18
2904 816 21
342 2445 15
2188 864 17
735 1979 33
959 57 21
2103 84 17
2971 1286 29
1463 1124 8
607 1917 20
963 1870 15
1424 1005 13
2584 2949 14
1156 815 24
2914 158 25
2202 2826 21
2043 1261 31
2577 274 19
1495 2445 11
1185 2914 22
2027 1306 28
1407 1741 22
1713 1250 21
286 1398 16
184 2550 18
1197 61 25
2897 1078 35
1773 922 4
454 1976 16
2506 1264 10
2731 210 34
447 163 14
591 2099 19
996 2369 27
1570 2548 13
2848 1393 6
1261 2602 27
1808 2617 16
356 2890 18
766 124 20
541 1637 17
1550 825 12
1011 1661 18
270 290 22
2566 1559 23
2925 330 15
1953 2515 7
2622 1903 14
776 331 7
2616 2321 28
433 2999 13
777 1319 8
2258 1728 23
890 238 25
1576 473 15
2418 2091 22
61 1889 18
2797 984 10
2551 122 19
1837 1971 20
1020 962 12
306 2539 22
2405 453 14
69 1200 34
1181 1295 24
2663 149 6
1150 254 16
2695 2591 13
2825 713 19
1123 2411 27
2292 1083 19
339 2227 10
2883 232 9
1602 449 20
1620 2269 14
2200 467 22
376 600 19
1817 125 20
2960 2986 12
2850 2391 19
203 964 17
2999 2435 14
814 350 16
2325 1906 28
42 1047 26
675 2857 22
361 661 20
2626 1315 21
1187 1996 30
110 1592 -11
28 1299 14
913 1449 29
2748 550 20
618 1976 27
939 959 25
2601 165 23
316 290 34
1704 1634 16
317 1841 15
1776 761 15
1741 1339 17
773 1647 32
2618 2443 23
848 1339 28
1408 794 23
841 791 16
2118 198 10
526 1815 24
943 1486 20
1874 1407 12
2364 627 18
953 2208 16
1812 2713 25
976 1443 19
909 2339 30
455 2780 3
2363 439 26
1767 175 20
2922 1340 15
300 1872 32
1121 2401 24
1907 1875 24
2524 2517 9
2497 2877 21
2056 2019 19
958 2435 21
2955 191 19
608 1415 21
457 520 20
82 2766 12
860 1668 8
1987 1029 28
2178 1426 11
1619 1976 5
1050 440 12
1958 68 12
1227 690 29
1438 1816 11
1355 437 31
2848 1622 20
798 796 28
785 177 18
1712 973 30
180 404 20
1250 2861 8
778 969 21
2820 827 27
1613 1297 28
342 1506 32
769 1447 15
515 815 20
757 374 12
2533 386 16
2889 542 28
2652 45 34
216 644 18
2022 979 21
21 1118 3
1237 1650 14
2343 1860 14
494 2689 29
2038 2704 21
2170 533 22
1566 1464 24
1565 786 26
2621 2215 13
65 1066 12
499 1028 24
808 782 26
2461 1276 19
707 1766 24
1964 2819 23
816 1266 16
447 2704 28
533 2309 14
1939 2724 13
140 1843 12
1204 714 16
664 2012 16
635 2352 17
2254 521 10
814 1016 16
2543 2553 21
2533 2630 26
1321 2603 14
996 57 26
420 728 30
2222 2298 18
529 560 23
1298 1128 13
1365 1512 24
440 1493 23
2044 1124 32
1043 1916 9
1609 1859 29
2617 2034 15
1937 1017 32
1336 1008 28
698 1657 21
2261 34 19
2739 1852 3
1467 2874 13
1456 2489 31
1152 2762 11
669 2273 20
734 2150 7
2693 2130 23
515 318 23
372 481 8
344 2745 24
34 1281 20
1134 2571 21
1077 1934 28
2677 2267 24
2376 2462 7
2219 280 41
2406 720 9
2536 2862 17
2485 2486 13
1815 143 22
2328 2702 23
1268 1281 26
497 1813 20
1721 1611 8
1479 955 19
606 2934 25
2952 2073 25
2333 2799 20
576 384 14
1718 2790 4
585 1653 17
2696 2118 40
2554 1194 32
2279 1922 10
2179 2635 13
886 1545 21
236 382 21
412 171 12
117 1943 36
2901 2833 21
1120 1949 18
2051 744 10
2433 821 13
1515 53 26
226 2177 32
2239 1091 26
1920 1009 16
849 1703 22
213 2930 9
543 1469 10
1025 254 13
1286 598 12
1771 2650 14
882 1822 4
1877 1160 8
1030 2494 17
2114 2167 27
1121 2717 27
2254 325 17
386 62 15
1023 2797 12
1277 2412 12
2060 2986 16
1733 2830 28
2017 1878 26
2498 2586 18
2705 2248 24
868 2428 24
2532 2639 16
1955 873 20
2174 2673 26
1744 2391 20
286 2706 15
127 2801 26
909 2629 11
277 1112 11
942 2106 27
1426 2633 22
1709 472 24
1367 2997 19
450 212 22
143 2220 28
229 1928 27
2879 417 6
1201 1405 21
951 529 17
962 1536 27
800 1891 28
360 2960 14
2789 2728 20
2652 1733 23
1420 1892 16
1104 2763 18
1980 267 13
1593 2212 13
1174 1532 17
2254 2777 29
2222 1265 34
1199 1897 37
1569 1540 22
2232 904 20
1182 1796 20
277 377 14
2871 925 6
14 1668 2
2047 667 16
2695 1265 14
1682 1147 14
1397 2089 26
2001 55 21
332 1145 19
188 1232 -1
74 2337 30
1698 2217 27
330 690 16
2510 1509 22
358 111 10
756 2090 19
1880 2688 13
2178 923 10
1408 1125 34
84 1805 10
110 529 13
2334 828 20
2981 153 -2
69 817 21
2991 1518 20
1747 2166 22
308 1408 17
65 2903 38
674 2363 31
1675 1994 19
963 1805 21
2025 1110 22
1212 1061 13
1778 1943 10
2770 1390 10
1840 1680 33
2356 1057 30
2568 494 10
1926 1988 16
823 386 32
902 2143 9
2251 111 23
2726 74 38
259 143 19
1389 2732 27
2673 429 18
2595 254 29
1363 1963 18
2947 249 17
2040 1831 17
1138 1435 8
2593 1903 22
1319 2890 25
2482 1300 29
1611 2534 24
704 2042 27
1896 2379 14
2641 2638 21
1636 404 38
233 2614 4
405 2521 26
1873 1692 26
1915 2025 18
2424 1379 4
138 808 20
836 280 14
2719 2698 28
1591 793 27
768 685 28
1276 161 10
2111 1667 13
2384 1770 6
1073 1960 21
1420 1824 15
181 1569 23
2734 2334 22
811 1853 17
867 1106 5
1811 303 25
1181 1383 30
186 722 20
921 2716 15
1340 1604 18
2420 601 26
2529 1097 20
1688 2536 19
2980 1261 -3
449 1910 31
1276 1576 11
1323 536 18
2906 2643 28
1401 1467 10
2671 912 23
960 1047 18
1395 611 20
1634 651 25
791 1025 4
1606 2808 11
857 529 18
637 1399 9
2938 1897 29
629 1478 35
1587 355 15
1713 1052 13
396 1272 20
1852 21 20
2328 2241 21
2102 1885 14
1070 2659 -1
990 2564 22
2403 572 30
2303 2226 7
723 2239 22
2511 818 33
605 985 10
1917 1297 10
382 503 18
238 328 20
1159 1220 26
2559 161 16
2050 937 19
2136 2259 33
701 1299 26
442 2003 25
983 1640 26
1296 2131 20
1255 2938 18
2111 286 6
1842 626 35
1959 2497 16
1203 1157 19
2065 628 15
2099 466 32
24 287 19
1128 1274 15
1634 2117 3
2311 6 21
630 171 22
2419 2876 13
2230 177 38
1613 2890 11
436 919 28
1132 2121 24
1742 1409 21
1444 586 9
1763 2027 15
1217 1468 11
2724 1550 23
2666 411 8
1934 1216 21
928 738 10
2197 1679 21
1790 1722 25
1664 983 23
1032 2528 17
1497 2350 16
70 2418 20
547 95 14
1695 2170 10
2700 475 23
1528 513 15
1274 553 24
149 2341 26
1784 1358 10
1316 1619 18
496 277 35
815 1308 15
2935 985 18
2795 888 24
1178 2738 21
2682 79 25
2759 307 4
1793 2005 2
2610 1524 32
2111 238 17
1846 153 9
1511 343 13
259 318 8
1265 1312 26
1797 893 15
956 609 18
2889 1377 19
948 2428 28
1759 2471 22
1773 2870 18
1055 1270 9
2301 1413 24
1949 644 23
2068 1928 2
1273 394 28
1767 299 18
571 1999 21
2208 1110 23
796 1310 21
2902 1922 27
885 2131 26
2840 2723 24
2045 2899 27
1385 38 24
2752 351 27
2571 2324 22
1191 2248 16
1670 1181 32
628 956 26
1416 901 33
164 2567 9
1322 1893 22
1818 367 10
1690 2912 17
1347 680 19
2420 2518 26
1843 748 24
405 1004 34
1043 1178 20
611 792 21
1574 875 18
303 2993 22
1564 989 17
1423 19 10
1581 2050 30
992 1255 23
1512 1671 40
1036 2827 6
560 2511 13
1585 1825 20
1790 565 22
1616 2526 25
1358 1896 12
2914 2134 20
1671 1615 15
1435 1433 12
785 694 22
2622 471 24
1815 785 17
1548 352 25
2323 1565 19
294 2299 20
309 2117 20
979 2480 19
2844 468 24
1287 1233 24
2311 1422 25
903 1379 27
1470 699 9
1529 2996 30
1205 1925 13
2751 950 18
778 53 33
2138 1746 11
1076 329 11
2392 1774 20
1244 1673 13
656 1199 21
861 829 15
1642 2135 23
1300 1584 35
2922 2090 21
334 1089 29
2438 606 22
276 405 2
374 47 16
209 1736 13
1880 2213 18
2430 1263 16
1290 477 12
580 44 25
1588 2721 9
1751 136 10
2063 1376 3
1412 1707 14
2693 1660 20
609 260 14
380 634 28
1975 761 13
2786 1576 26
299 1410 17
321 1048 12
425 932 24
2613 939 20
631 2655 11
531 9 28
310 2910 24
1442 2603 17
2451 1814 14
1431 2398 22
1060 1735 16
451 1512 16
2635 46 15
1512 1212 19
1836 2166 30
622 2377 21
1754 2892 16
1179 531 24
1308 1766 14
1113 62 19
2762 413 21
373 511 20
2497 751 15
259 138 18
31 283 20
1766 1405 16
2599 1956 7
805 67 15
967 279 19
1213 1637 15
1541 800 38
2297 785 22
2668 2382 26
2585 156 28
2494 2683 13
293 2008 13
2112 1977 21
1193 653 10
2959 2070 15
2187 2705 23
823 1238 18
2980 896 16
2659 2212 19
1936 1878 13
2598 2842 23
1250 182 18
2319 389 22
2053 725 14
1949 301 13
328 1823 23
314 864 39
1565 2 29
621 513 13
1051 1522 17
2106 2859 20
1404 2598 10
803 1487 0
2282 2896 14
880 2235 17
2953 2443 34
2306 332 29
122 229 4
1651 101 19
409 1495 27
1545 2946 23
121 275 8
1508 1879 29
1733 1300 16
2746 2057 21
2640 1446 22
55 2624 23
1676 696 20
200 2545 8
2982 2990 15
2997 2266 16
16 1467 15
1017 742 34
189 2168 32
2765 233 22
2124 1320 24
867 718 -3
2801 2931 10
1551 2149 18
1565 1531 6
2760 1060 32
681 1753 20
2597 688 22
1514 733 17
528 148 15
2022 2960 23
2201 1395 19
1501 246 22
2886 388 15
2124 404 14
41 1237 26
676 1843 33
623 1385 22
2543 1034 20
1207 1015 28
365 274 14
715 2985 12
1613 485 19
2383 2299 2
2944 676 28
142 27 28
1535 1614 7
1883 2422 29
1570 1806 0
1863 925 22
692 2166 17
1673 2493 14
2778 2977 18
1641 197 23
2570 888 16
1276 566 22
1550 2058 26
1591 491 18
923 1629 20
654 1179 23
711 2064 12
1938 1922 15
2328 2196 20
1661 669 23
860 923 17
938 1097 11
2286 1310 21
1358 14 13
2593 1935 21
1803 2632 21
1885 512 28
459 2758 11
1566 667 24
1956 782 20
1801 2045 19
2863 1807 23
844 1477 26
2545 1946 22
1480 291 18
335 1410 36
233 42 13
2175 2516 18
682 2773 5
1323 2728 6
2458 2509 21
150 1853 18
2339 529 6
678 856 16
983 2763 26
2306 2557 27
1332 346 30
2436 684 6
1759 98 25
206 605 18
2226 421 13
630 180 17
2407 1533 12
571 2389 25
2745 1553 25
1001 943 15
1871 2806 7
450 2234 21
1196 1351 36
1524 354 25
1061 1363 22
95 1060 10
782 1118 11
1609 860 8
1021 1624 8
1100 2511 36
1091 959 30
2723 274 16
2608 2230 18
1470 2725 32
2321 2327 18
893 1067 15
2076 1322 30
1002 720 22
2317 552 13
1355 994 31
2548 5 27
1314 2860 20
881 658 33
2615 2115 12
513 2855 19
340 2499 12
503 2145 6
2230 1389 24
2920 1616 4
1222 881 17
2569 2190 21
2495 572 12
211 2394 13
198 1788 23
422 428 16
1905 2240 27
437 2414 36
1985 2307 18
2025 2019 10
862 1673 35
1537 702 4
2617 363 15
1171 353 17
1164 2532 20
2430 2078 42
2365 2930 20
240 887 24
2905 1574 3
1132 2777 21
1932 567 22
369 1832 20
2671 2312 14
2516 1999 15
1005 2478 13
1040 2193 33
1321 1879 17
868 2467 23
746 612 18
1628 1423 33
98 1743 -2
1876 2094 15
