1500 800
111 1449 17
235 1357 18
621 295 17
128 182 22
1453 1331 20
309 856 10
624 508 15
1029 774 25
1337 757 28
840 1046 11
1399 207 20
1221 508 31
373 70 19
974 155 28
1038 1372 14
653 1387 22
357 1088 18
186 1067 18
115 814 16
22 453 29
369 31 18
249 1459 8
1234 772 19
1159 1482 14
670 1459 31
108 1297 30
732 1293 13
298 285 22
338 1471 8
1081 388 33
302 878 28
201 1048 18
1424 278 24
352 699 20
1135 1334 7
224 714 22
90 133 18
1440 642 13
103 211 8
589 878 15
327 430 20
368 1048 14
626 319 22
1171 56 20
272 1139 20
740 928 23
1124 1237 17
1031 1127 18
488 1023 9
214 895 37
41 1129 17
1251 637 17
887 958 27
519 285 22
312 571 19
1319 479 -1
1024 1267 29
299 245 30
783 935 16
1202 725 18
216 1199 22
1406 1145 18
304 796 15
991 58 11
996 119 28
1325 233 8
787 264 35
1264 765 0
399 1000 5
625 876 13
1214 0 20
1200 1081 16
274 169 17
1219 85 23
316 1009 12
1394 1251 29
97 1042 12
506 618 16
990 613 22
1235 1391 32
315 1102 19
627 711 20
1249 582 16
192 815 26
242 842 30
1398 355 14
214 845 9
2 952 26
1475 1129 26
832 18 15
1308 775 17
528 305 18
622 345 16
1426 1156 21
389 17 21
393 1231 17
317 1198 20
175 734 13
667 660 17
1488 1459 32
499 1212 20
1100 1223 27
389 1120 27
884 1024 26
1174 1443 14
962 597 22
495 105 14
568 462 16
1012 777 16
905 1135 11
1338 745 31
692 178 15
19 264 34
1498 1238 33
41 836 25
723 262 28
1266 156 5
187 929 16
237 1089 6
1211 147 22
35 1207 24
1021 1003 20
1306 844 15
955 786 23
374 1151 17
313 79 23
1378 149 23
1432 713 14
997 429 14
54 1097 1
424 33 29
402 1114 13
551 1091 26
1283 1432 28
1474 1013 18
686 704 23
838 741 19
872 1436 21
741 1375 16
348 234 28
412 1193 35
186 1373 12
176 723 26
1406 1018 11
1243 1298 12
51 1201 15
1325 104 21
1090 1366 29
78 414 17
1149 791 23
694 1233 17
1063 302 23
658 649 23
978 824 29
78 279 24
5 971 18
357 1095 13
615 881 15
176 966 25
839 1243 28
38 1291 18
81 567 16
662 1375 20
1416 534 15
398 25 14
606 1180 26
521 505 25
168 158 41
1002 414 33
434 245 21
144 927 22
659 359 18
1347 847 34
1259 1015 22
26 264 5
1435 1354 18
244 889 8
350 75 21
445 1385 28
335 1161 13
587 514 22
430 640 13
529 632 29
233 1090 18
42 558 18
645 877 17
986 834 28
902 1003 16
416 589 19
1164 613 14
39 344 20
1334 551 28
298 1088 24
1347 251 24
1387 206 23
506 318 13
170 456 25
1462 1296 20
451 1061 17
1213 107 13
812 915 14
1191 1481 31
540 730 18
786 474 20
525 771 18
586 50 23
1241 1013 28
1410 1448 22
1312 425 9
1423 391 16
460 684 24
864 546 22
838 221 21
1418 655 24
814 247 14
1187 396 29
635 444 12
274 1297 17
448 1021 15
224 1168 15
731 1451 19
776 1400 14
1367 1194 24
551 154 36
437 712 31
593 950 10
513 868 3
1137 362 4
263 1183 9
128 1398 21
1412 1175 26
620 947 30
1344 1230 19
584 43 12
1284 1463 20
1096 613 17
1318 728 20
43 183 3
829 550 12
1195 174 15
716 107 32
460 216 15
284 154 12
466 1146 31
228 905 21
286 1154 25
74 386 18
1218 14 16
494 797 29
499 825 24
1457 1264 24
681 149 36
39 621 -2
254 980 10
1050 268 35
18 173 31
1437 207 24
175 40 11
631 60 9
685 1191 28
748 491 13
100 39 15
464 1218 35
174 1461 9
213 622 23
863 493 13
1067 989 17
994 1003 17
231 1495 24
1388 52 26
206 1176 10
1484 1288 27
1077 1303 27
1241 941 26
1185 748 11
473 1218 7
1244 584 24
755 564 25
470 824 18
1071 756 30
1490 990 29
1499 1378 19
977 163 27
1024 674 18
665 478 19
1329 196 15
1129 738 30
1315 1365 25
1460 982 19
1378 842 18
593 234 17
1252 245 24
322 111 5
1403 1263 25
946 1246 14
1215 439 21
916 442 31
717 395 22
941 1118 3
1373 324 10
757 467 22
