40000 40000
32381 27009 18
13615 25063 25
8547 26432 12
36948 39881 29
8280 30248 34
7527 32921 5
7910 16105 8
7645 21692 18
12122 28924 27
26208 26849 25
37122 21429 24
10121 24001 22
3567 38786 24
32996 35487 20
29427 16745 30
30639 25928 14
35299 20235 12
10714 2706 24
12118 5221 23
19143 38302 24
16612 5580 28
18315 22743 13
488 34926 16
28203 2545 22
13886 31701 4
30111 4461 33
11396 1956 22
3137 13930 11
38349 15651 20
30823 26883 14
16822 9448 19
3660 29739 11
28790 19234 17
36975 27089 35
27771 16063 13
17128 39015 16
25624 17558 14
32565 19886 25
35380 7397 26
13984 2995 33
13757 22431 33
14817 1616 18
4452 11665 22
18470 34344 -5
8476 30370 33
652 27368 21
24984 22676 11
20451 30214 23
5008 30467 14
34285 39619 26
27004 23266 27
17950 24874 29
32791 26883 26
28381 32016 16
2461 19213 21
28300 9746 16
37914 17133 14
9336 13893 24
6179 10608 24
31845 3899 15
8624 6534 24
23825 31788 23
19261 6918 8
25358 5310 25
26474 13503 5
34495 35454 20
28984 15421 28
9432 11043 24
28620 10948 8
8352 31375 19
38507 785 14
32690 28943 26
18044 542 4
24759 1368 20
34761 17885 22
28909 14410 13
12989 26297 22
21219 29934 17
31782 33690 10
16165 4297 24
376 18531 29
18052 22282 36
39940 15780 21
13032 34021 21
29165 27476 21
25996 15875 4
19882 9251 21
13050 15714 19
19015 28283 13
28368 16932 19
3029 16990 22
15268 8209 24
24380 9641 23
4133 20098 10
18607 14190 19
13641 16252 19
6478 17573 22
25680 2910 13
26441 13418 5
26328 17498 29
30167 23424 12
35491 28984 19
16027 24257 21
28610 7470 13
8397 6408 30
28726 6718 14
30373 34571 25
29299 19185 10
3486 21656 25
16415 13149 17
35956 32538 27
28435 1057 27
21862 16850 24
7869 30116 17
14241 5757 20
36730 2117 20
12017 1008 11
229 25187 21
18092 7791 27
5373 9417 16
13145 33724 23
18375 2514 -3
22979 16375 16
5560 6753 22
33975 2968 20
3144 26609 14
10613 14746 20
39000 20185 16
23031 23632 10
23578 16132 23
36018 29519 17
4831 29052 26
5173 5051 14
7366 32565 21
11118 31734 32
31108 30923 26
17775 4250 10
9007 16204 20
20780 6382 9
30595 34568 7
16503 22847 10
8857 29857 15
30647 39113 13
23822 22507 3
5711 13605 23
25647 1666 19
14308 10499 19
1981 14412 18
38043 26351 22
15914 2811 33
28574 14222 21
27482 18122 17
28824 37726 22
28322 18621 21
34804 22139 26
19724 32355 8
21793 8342 15
38673 22549 26
28048 9982 12
33372 23990 9
30324 17305 33
15885 29618 16
14208 7592 21
18163 18305 33
6828 19272 6
4318 24576 4
34515 5391 25
35961 37670 39
13711 31533 18
39368 13392 -2
29061 27915 2
22034 32443 13
23054 3218 27
5876 26701 39
2849 31652 19
26586 30293 23
11548 13470 31
5722 39648 20
19811 93 25
33900 34280 24
29516 3101 21
29138 16269 23
23653 33685 12
16065 24115 4
9593 6269 34
10018 22153 20
31703 2856 12
27179 3621 16
29352 38942 40
26545 5463 28
32031 32650 19
25747 32841 16
31456 30734 28
24605 33260 24
35347 4925 8
32931 17578 17
34576 8709 28
36460 8312 21
7222 17073 31
25711 19732 14
38115 24867 28
10263 38344 27
12471 35800 29
4991 2022 14
17686 13097 17
20534 9035 19
18018 34246 30
20220 32286 26
27588 19834 30
25346 1295 18
8355 22700 31
7342 90 9
5162 39962 12
35924 4548 24
34502 4573 11
10339 12918 12
21561 4235 17
11315 3067 9
8114 36651 40
28617 18646 21
16519 17226 26
26935 17917 16
5869 8642 9
17810 35645 8
20178 26353 22
35481 12854 13
36104 4768 7
39168 12063 21
36907 32491 20
25692 12736 13
13220 29029 33
1343 23025 20
30997 25137 30
29607 6573 23
31549 18660 20
38117 28630 21
10364 35151 19
15453 35388 8
15441 14268 4
38683 35375 11
2844 13531 24
16732 3477 14
15821 33112 26
33675 35551 25
30026 11600 13
32500 24846 19
37287 25930 19
7574 39408 23
37111 24232 18
34655 15195 18
29074 24997 13
27699 32304 25
16529 4119 23
2459 13678 25
26749 3338 24
