100 120
64 37 31
94 92 23
82 44 17
79 12 19
21 1 30
3 37 14
16 21 20
1 80 15
90 82 31
90 48 25
14 98 18
22 98 9
7 33 21
18 77 27
47 16 21
74 79 10
69 11 27
10 85 30
9 84 25
46 7 13
60 41 21
95 33 25
74 21 28
33 26 34
30 90 12
29 1 21
65 16 22
14 94 20
20 17 30
88 52 24
54 30 21
2 64 19
27 65 29
27 1 31
94 87 25
76 75 33
76 65 23
15 89 7
92 86 28
69 38 22
73 6 20
43 8 5
51 55 13
66 21 19
52 48 8
51 99 27
44 47 14
50 74 21
12 16 18
29 72 2
47 43 22
51 5 20
69 0 22
46 1 16
45 60 18
9 46 13
41 35 19
81 90 8
32 44 30
6 66 29
98 18 17
4 22 -2
55 28 19
18 89 19
60 52 24
78 51 16
68 96 28
18 95 26
45 97 23
36 1 15
56 89 14
85 68 24
1 78 19
85 3 16
63 1 24
43 67 30
24 22 17
64 35 29
37 42 17
68 8 30
76 78 6
24 97 18
75 33 9
57 0 13
84 40 18
39 63 15
52 21 17
18 21 13
14 18 21
84 36 21
19 56 22
17 81 12
68 39 31
41 54 23
5 80 20
2 98 16
59 0 37
53 59 27
86 2 10
77 5 19
53 76 29
49 43 17
56 49 20
1 71 23
53 29 30
22 99 24
96 8 28
64 69 10
17 69 17
85 88 26
79 89 35
99 9 14
92 38 27
67 65 23
41 82 20
17 62 19
79 40 15
87 42 23
3 53 17
13 2 28
