75000 75000
17747 66891 40
22358 60428 15
68194 39365 0
19242 27259 28
59179 59462 25
53049 20131 27
53834 10116 31
8323 3852 16
17019 68806 20
1985 15712 14
59421 70105 22
55219 47879 19
40052 49631 30
42738 27960 16
33214 67582 14
17946 36954 39
43572 11329 19
12096 22489 18
41046 44026 20
59639 10543 15
241 54478 11
58668 38230 17
835 52857 13
29307 29924 12
34542 20738 18
2786 10746 18
42886 33809 16
6066 66520 18
45073 41611 10
23472 48559 6
47105 30315 9
1910 18784 17
36095 74845 20
20982 53342 7
38515 53331 20
57100 41492 17
28153 56096 11
33397 40577 16
4679 14432 25
12743 11792 32
67498 63864 19
42700 57428 19
74793 72154 30
10487 19091 11
42942 69247 27
277 3176 26
20036 15791 13
58590 8420 45
61 12146 35
19663 11329 20
10041 4364 19
27691 58341 26
35849 15284 20
26905 3211 20
11809 21419 21
55673 45057 20
46616 18956 7
64612 35188 10
29482 10028 11
18017 1145 23
73159 20556 23
6521 5454 27
39656 66038 16
7601 56751 28
57189 74042 26
14907 36693 27
24979 43967 6
68361 12682 16
13926 71297 16
50786 70593 25
20070 53114 15
24858 38312 33
54062 49187 26
23726 33438 31
39968 36001 25
28694 38960 3
49834 26425 22
9750 42905 27
55601 12925 24
59927 23499 29
56477 20342 27
31880 66164 12
54486 25148 11
19678 24102 20
66609 50666 24
59274 54071 14
7040 66363 -1
31043 15622 21
66966 6052 5
24104 9765 4
57824 41378 38
18329 29608 28
71446 55006 23
18873 31390 11
11266 67155 34
12574 62204 20
73199 20084 21
42599 67887 16
72074 35792 14
23033 16603 9
47853 57248 5
24796 69426 19
10748 21108 9
68178 59756 26
27570 12363 19
50165 29945 10
35721 53771 12
41531 47472 18
29492 7524 12
775 45988 12
61029 34238 32
49686 73936 26
38837 25431 23
5768 72507 10
19509 17380 19
66268 13871 15
9126 31851 19
9819 72956 14
5193 4230 26
44541 34342 15
60268 60109 8
36254 13998 20
51063 22898 24
51158 55134 17
2675 38936 25
46915 71133 27
26440 25277 21
37613 52025 12
58710 72070 17
74311 27557 23
55571 53181 27
67648 2774 27
18410 74827 19
67793 31964 14
42723 33675 22
59163 35911 35
27518 36154 26
38162 2570 13
638 63144 18
12493 49554 29
13135 38462 16
57844 16874 26
5494 47115 24
32107 10714 29
57714 70124 10
40857 54642 8
65599 49054 7
43148 29853 14
53282 63001 25
46797 58949 24
33203 38139 16
53432 30874 14
17116 13775 28
43042 72610 32
4024 56242 15
61289 62479 16
48693 39498 17
3693 36889 14
44015 4779 14
16945 3687 27
16015 13612 23
8717 456 25
56154 53953 29
32889 58754 26
61880 69589 -4
33280 35598 19
30514 1982 29
30165 10104 21
32217 51042 10
34926 38659 20
530 3363 26
58620 34158 17
64716 2005 9
27896 30571 30
58439 40293 9
39270 71252 19
21788 58138 28
53800 43288 16
74084 55698 29
37818 16079 26
31923 67663 38
2598 16183 26
27362 27187 17
45587 44169 15
16234 59286 20
13079 25213 8
10282 74673 22
24497 41828 15
32387 64164 15
49094 39459 9
33702 51646 13
21386 53584 18
51517 55904 23
19397 26678 26
14837 71528 12
29748 32999 6
55429 43702 30
11496 54591 23
46255 51742 12
24554 33560 19
41059 74928 23
68158 11959 23
72246 31592 -2
39729 62264 28
39144 23269 21
71923 52209 26
42841 20346 30
40367 53343 18
119 72478 26
29466 60170 29
67811 32743 41
16762 36692 15
28785 47621 10
35709 71242 14
10466 40096 16
1689 27169 20
23023 66587 14
23369 14549 22
29810 30733 22
2338 43884 3
54887 27354 11
29084 31274 32
21595 58953 30
74459 53462 36
9971 51576 30
36301 56132 11
56944 63329 24
33050 70516 30
11456 12058 21
36738 29111 11
71945 8087 33
40559 56940 11
37387 19973 14
21169 26748 24
9514 67264 19
50034 73707 27
2552 67038 34
40741 49642 20
25170 12232 16
56892 11606 12
46857 69833 -10
29422 73724 16
53854 12027 8
32702 4619 32
66379 34172 22
62633 63094 11
4627 64433 26
959 10948 10
56402 37748 20
43046 36102 13
55543 39348 18
57866 62893 17
73708 16308 18
37263 22547 26
36438 34195 19
50658 10130 28
13644 57205 26
55820 56880 18
3204 39140 22
30071 25345 32
30842 45593 20
68485 3183 18
55232 42994 23
44346 70388 15
24177 61846 23
4669 26763 9
64092 72577 30
9260 56576 23
44552 57987 14
51494 33300 3
23496 12954 7
50128 10887 17
7417 70132 13
73814 14528 7
15189 72475 25
43495 39313 17
42574 34815 23
34547 23980 17
54016 12993 25
60848 28836 17
3430 9440 7
38392 24703 18
52432 24319 19
50755 71689 12
7861 47232 17
48548 11527 21
61311 9924 20
55745 29579 23
71912 19727 22
64505 28772 15
49872 24889 41
20425 3705 31
44420 15603 9
66728 35686 22
57411 69178 24
29139 27554 22
73858 34131 32
22287 2616 27
60793 74557 17
24239 41298 22
62388 70729 23
68483 14224 29
36634 34846 18
10010 7064 27
46586 58811 16
48385 74614 23
34828 40188 34
33669 42799 13
44284 15289 24
22296 73710 18
69123 20411 20
52443 34519 24
26312 46414 21
29514 48924 7
39587 28439 21
3946 40618 23
37387 29993 32
20491 22556 22
48719 60459 17
55474 52432 22
42373 21879 19
49927 544 11
72358 73006 11
71215 73608 16
58113 56732 19
2462 30477 13
71552 63767 12
69661 45115 15
47329 47034 17
20863 26529 14
37546 15439 21
8876 30014 20
67874 47788 11
9869 69098 16
52586 49748 12
51910 51008 25
1051 67342 26
13823 57645 26
41051 60677 18
31862 15280 36
8608 56892 17
2573 64346 16
7794 66840 23
19522 41717 21
73741 4480 25
62737 58671 22
71212 15797 15
45646 69217 15
61121 64700 29
9692 25943 20
14618 194 17
45333 9891 22
50510 9391 13
37155 55308 27
21759 24497 18
53785 60114 23
28899 483 16
26158 37901 25
7117 65697 12
5320 47967 15
30716 30049 17
62936 50779 9
11343 69044 27
54858 74081 23
43423 18061 26
28457 10078 35
15079 38510 29
28711 44478 18
14671 38952 14
31690 14436 14
8308 45737 25
60744 37078 21
23641 47197 22
58924 34579 26
25106 22143 23
61517 41422 16
24763 25566 27
9238 3202 16
11260 43339 23
25930 50382 9
65338 7853 18
46828 73512 39
36510 45086 12
27383 50739 8
41397 12733 24
64027 11345 24
73710 69697 19
49319 67539 41
33901 72872 17
58978 24597 33
15366 56941 22
60094 44397 15
3666 64175 17
10037 53978 25
51988 20147 21
51635 62652 19
8497 49765 14
28030 53820 28
47458 50474 21
52352 18144 15
31225 34544 8
74904 4064 29
37754 58829 21
29413 37480 11
28153 34001 21
44775 48007 17
60502 73720 14
41768 45957 11
12080 74128 19
15644 7255 20
20419 38647 21
6913 26640 18
11179 40158 25
65463 29376 11
19478 60706 15
16094 20837 32
67207 35235 18
41543 73321 21
2944 35691 26
36232 46231 11
39168 70359 22
63736 6697 11
15982 10952 24
45188 57365 15
6235 60552 8
49569 61684 32
36755 54627 30
51933 25447 17
987 54440 31
11032 64419 22
21501 73062 6
25982 28745 12
33997 5657 28
58721 32552 20
66799 18994 17
23034 3370 14
38892 55485 9
55423 18084 26
52900 58217 24
60323 51427 25
64416 27750 18
5709 64063 10
5193 27110 20
14315 40246 22
56358 47476 18
33170 1613 16
36459 14961 2
54327 432 19
16869 69188 20
74219 44309 29
7777 30210 28
32111 1902 24
4792 70431 15
71464 804 17
3886 32724 12
35707 27662 19
16182 60089 26
9953 6690 14
25031 73593 13
43028 38224 31
59377 43570 24
40599 56914 32
54632 38081 11
14346 32237 39
46810 33646 16
19655 45337 23
24112 23767 23
4929 1363 7
34947 30343 18
35129 24824 15
33614 50091 32
11624 64886 26
63510 64395 18
8756 60755 15
39804 17213 24
41658 54992 18
35645 29230 25
71502 49345 10
51794 53912 26
58465 35732 26
10465 5677 24
71530 1860 22
34288 53202 20
66196 67827 13
22329 13227 33
16057 70963 28
42757 74576 16
70836 460 27
73028 44771 11
55265 13163 10
33611 65129 31
35991 40765 14
63974 49120 19
66217 23012 25
40317 58288 35
67318 30521 27
60544 16122 19
61270 33923 9
3711 61258 19
18901 54685 20
33844 67370 13
65538 65733 9
7208 65380 18
62690 1234 28
44381 2070 11
31971 4202 32
2775 60116 17
32925 20956 16
63715 34355 20
72079 3580 15
51017 34962 31
5772 6155 26
44762 10002 20
8824 69423 10
26480 133 26
56519 30112 14
39918 1216 12
49105 20087 26
55074 33753 20
20463 70288 23
55107 44816 7
70578 55772 20
33491 53845 18
49643 39922 30
62307 33243 13
58744 63602 11
52682 37952 18
56429 37062 -1
25298 9731 31
6285 24871 16
23108 29370 25
5245 54837 29
910 39128 10
42544 39257 35
6499 44637 16
18070 57182 32
64313 45256 12
8466 6557 17
50533 33467 19
2980 9366 22
43144 71243 17
23488 48574 22
29541 66542 17
68602 70055 16
2810 6270 5
31975 2251 4
48766 22680 19
52297 25247 21
63129 42598 20
10467 60864 19
26403 37874 26
46082 43678 12
89 49199 12
41364 44163 19
73440 4701 10
45932 24858 12
12271 10411 12
58436 43874 13
33977 17884 15
54128 48865 26
38944 22173 10
58721 59699 8
17387 73698 22
25839 24346 15
64304 43486 18
69982 15117 17
11642 6785 20
51698 6827 21
66579 43209 13
10605 20212 24
41094 36126 8
25035 35807 12
60025 47061 26
68918 1083 25
63971 26056 33
54523 31798 22
69827 56153 13
47748 6278 21
19902 730 19
2130 71923 21
6485 37642 20
59304 25186 20
30234 62232 19
8638 39326 23
13426 13972 28
74411 12799 14
8499 32234 27
8031 62956 9
7742 47135 29
40574 26588 21
47989 57436 16
10146 58819 29
19352 41827 18
34368 6431 17
18315 62037 29
65906 1210 25
29280 62974 23
61051 8460 3
27287 65953 24
45838 14808 17
18688 56338 13
72518 35876 15
15843 72540 1
10633 17492 14
3177 7018 15
61074 2124 17
23006 56079 17
60818 11197 22
44934 17558 23
42333 373 15
34403 23914 32
35749 34009 19
29141 11670 32
21952 50239 29
74338 61942 22
72582 22380 26
5883 9190 19
51513 54291 29
35390 65270 14
15057 52258 31
7793 60500 29
1173 67358 10
3873 55303 33
57297 32843 26
8897 45457 17
6830 11887 25
33736 2587 16
68373 62245 14
39671 29445 31
38364 67685 19
37208 9085 30
61583 64599 26
10120 11133 31
28127 73607 27
53205 45063 25
64158 5175 22
33535 55962 18
25329 15106 17
8683 11852 15
26592 29714 25
27813 36375 13
44392 4141 19
1957 41006 5
54496 49359 11
53613 72983 21
40397 74239 26
19694 52707 17
55359 3670 31
51450 4683 26
38968 52938 29
25527 50327 17
70570 14032 25
995 40635 25
71909 15781 10
70098 56228 28
35361 8283 34
36591 32447 12
1805 39642 13
45343 22613 30
25039 31447 28
11599 56808 15
30655 5399 13
67909 52443 21
33295 19980 25
73090 38307 14
28155 18233 10
43816 6608 25
50274 28091 20
24292 72170 7
1274 18400 35
72429 74221 27
25855 60745 25
2562 25943 21
42284 41897 7
13640 41895 19
55793 62667 20
27774 63343 30
54716 17469 16
70246 62095 14
17579 52941 15
13476 61751 14
24157 19433 13
29939 69038 12
59716 27130 8
69319 50132 37
32684 55281 15
52726 35875 19
4036 69074 27
47317 54030 26
21981 33996 22
46500 50611 24
20763 47531 12
40101 17210 22
35732 28100 12
53950 67276 16
61068 26243 16
45462 20496 18
54666 8645 22
56104 4256 19
28659 59757 26
3946 6168 10
11391 15738 9
48847 66062 25
5432 71483 28
52621 7197 24
817 33784 14
55288 52064 23
10255 73089 18
66841 31710 12
51974 43164 23
42239 21249 21
39510 67550 0
5535 23307 13
493 70967 23
51359 73575 25
48271 9056 11
43164 65427 15
42402 40432 20
20104 29292 33
14706 62797 18
34315 32056 12
70490 19639 16
35594 35159 29
20164 63166 28
12040 63265 23
16232 74386 28
28868 3780 22
12186 69590 0
53192 20761 23
31585 15776 16
41096 47016 7
17797 48181 13
44027 13068 31
61056 21431 5
55458 26092 22
41933 4013 27
70860 74297 14
36265 65217 20
49780 34705 15
49953 53040 7
17233 46775 27
8319 43607 25
34258 7850 12
62174 27438 9
58915 66187 17
7545 10743 28
35730 23956 16
72604 35780 23
39170 67850 14
56239 29744 19
54116 25887 20
38084 16859 25
39246 67120 18
510 16348 13
21701 27797 18
31566 38411 35
39440 26955 20
43977 16506 12
47247 8679 18
40041 5845 17
72601 7545 30
44528 66786 11
39362 74219 22
20716 62672 13
19300 11714 20
47045 25161 17
35762 205 32
62313 70755 22
45295 26594 25
50340 66017 26
41810 53800 34
