500 7000
228 494 19
479 442 6
462 38 31
128 127 10
462 173 9
249 81 17
166 433 29
368 307 27
136 221 2
445 362 22
280 395 15
312 408 16
280 327 9
307 360 18
42 484 20
256 246 24
208 111 10
78 123 25
119 454 25
386 123 27
329 355 7
439 185 10
106 19 16
422 134 25
135 116 25
69 454 14
219 330 11
152 321 18
468 260 25
168 32 22
45 98 28
409 247 19
2 247 9
333 398 1
33 72 23
347 475 17
9 288 24
407 292 24
50 462 18
96 171 26
70 151 21
133 270 20
270 166 18
41 206 4
485 214 26
282 289 36
151 64 16
404 62 20
351 499 16
67 233 29
477 281 26
52 338 16
252 117 11
96 452 20
37 288 25
141 159 29
450 397 19
449 328 9
299 343 16
250 14 21
60 276 26
313 65 3
412 405 9
201 135 28
6 359 18
62 383 4
75 173 34
390 83 18
454 120 20
381 263 13
195 325 21
362 482 31
212 299 3
39 238 14
274 295 15
445 248 3
308 446 32
93 119 19
198 467 10
197 269 13
446 397 12
438 149 7
226 443 20
59 36 13
82 481 36
113 68 12
40 178 25
404 406 23
211 482 27
104 150 14
488 383 14
324 289 29
79 268 23
52 137 21
362 203 18
424 191 3
302 101 31
95 432 17
141 287 21
212 248 15
3 301 5
250 401 13
354 322 9
271 130 27
487 17 15
477 350 30
141 151 7
365 442 18
219 183 3
354 293 12
297 333 24
26 389 20
65 436 22
216 238 29
299 178 7
347 449 20
89 234 21
123 139 26
11 400 18
363 260 17
275 284 31
75 447 19
356 170 19
135 288 7
261 78 27
420 145 31
213 44 9
275 342 13
79 15 38
264 107 38
4 109 36
100 91 15
134 356 37
255 293 21
491 297 30
162 490 16
370 148 20
439 292 25
313 101 16
313 409 25
17 217 15
234 73 27
255 22 29
21 188 17
297 59 23
314 140 17
272 420 25
435 207 37
11 403 15
200 162 19
205 45 13
442 488 19
1 3 21
134 269 16
246 127 16
251 48 20
290 86 23
180 59 11
346 287 26
328 99 27
333 428 13
309 275 16
466 183 21
453 306 26
78 220 17
385 279 27
120 405 19
29 21 9
212 327 28
437 318 27
391 312 11
473 6 14
64 13 25
253 331 33
186 6 29
473 115 24
439 423 22
499 446 17
181 456 17
216 207 14
361 123 25
439 181 22
372 178 33
426 388 28
167 493 28
65 484 8
214 415 17
462 131 10
20 88 26
203 58 13
494 449 22
297 348 8
137 39 16
380 279 30
17 219 21
305 303 24
38 371 31
366 298 0
185 20 19
128 60 26
147 162 26
252 478 31
224 120 33
157 409 17
473 191 1
171 305 21
311 484 18
494 43 22
389 192 15
436 282 16
407 279 27
446 183 24
179 134 26
450 373 21
455 448 20
439 162 9
443 92 25
381 265 29
40 305 35
202 127 5
114 236 13
442 90 12
412 337 20
159 184 22
48 374 26
423 24 26
174 153 11
287 49 5
448 191 24
229 412 24
230 188 19
317 440 20
475 144 17
52 192 30
74 126 16
431 250 33
187 147 24
172 159 27
109 297 23
9 445 19
456 419 15
457 22 32
101 323 22
332 405 3
431 267 27
237 152 26
244 199 19
442 117 6
156 316 14
142 339 37
440 405 9
413 370 12
461 465 28
335 444 6
4 79 18
211 271 17
401 454 14
68 394 34
225 378 15
490 496 15
321 114 16
294 344 28
390 427 23
374 209 37
468 355 27
472 59 20
42 476 21
121 461 22
123 397 17
67 460 28
442 419 21
360 473 25
80 196 17
481 449 18
105 325 27
114 34 16
170 147 19
88 238 5
212 171 19
124 284 11
319 163 17
78 23 14
355 177 18
423 358 8
494 241 12
381 329 10
296 404 25
479 393 28
458 93 26
8 39 3
447 486 24
347 115 20
152 499 36
7 32 6
455 422 6
451 9 15
304 271 11
160 433 17
306 134 16
490 110 17
470 323 20
380 72 24
247 424 19
108 176 10
295 137 23
20 486 19
97 41 27
370 113 24
40 204 26
240 158 41
6 0 39
148 306 21
362 131 19
478 102 17
406 52 14
202 136 26
369 291 22
446 75 28
371 272 17
375 285 5
367 184 9
295 45 29
362 451 16
284 359 20
337 221 23
352 123 10
283 142 20
65 279 30
231 420 28
145 76 26
346 97 9
367 241 7
442 400 15
274 165 22
268 6 11
380 6 32
393 427 23
351 24 15
389 416 1
369 129 30
493 231 12
365 51 22
217 95 19
204 167 28
493 148 13
212 137 31
56 61 22
479 375 24
303 161 12
332 45 22
70 92 16
92 396 21
196 262 13
94 193 32
5 96 11
14 344 27
421 442 20
105 375 5
172 57 32
366 167 13
434 462 16
246 61 18
33 337 9
237 262 10
216 181 15
271 134 28
186 286 6
344 299 26
237 258 29
48 77 14
384 426 43
19 305 23
321 43 33
250 400 25
12 127 30
359 59 28
388 348 29
88 234 10
13 446 31
270 127 24
266 249 13
468 282 12
369 365 23
220 346 21
108 464 24
132 317 13
361 224 15
487 494 22
435 215 7
414 329 1
251 115 17
383 229 17
0 355 2
266 318 16
253 126 10
252 174 17
186 42 29
31 344 30
184 187 16
65 470 26
325 83 32
72 155 21
61 206 35
147 89 16
419 78 17
243 403 15
17 12 28
302 104 19
490 483 15
416 93 18
465 120 28
371 374 17
223 227 28
469 330 19
114 61 30
216 317 37
267 333 13
477 71 15
456 313 16
213 151 26
422 88 39
453 199 10
343 188 21
107 256 28
117 455 18
406 476 13
81 423 22
398 274 23
309 247 17
470 294 13
453 207 17
233 309 10
357 348 15
489 30 20
264 338 25
156 165 22
208 371 27
53 100 27
134 149 11
187 448 26
155 283 31
471 177 23
371 9 17
224 145 16
439 70 19
243 492 23
135 373 18
385 33 14
62 116 26
183 211 28
323 343 18
179 338 27
214 95 15
427 146 30
444 135 19
336 157 27
260 451 8
146 50 25
305 358 15
268 10 4
47 486 26
356 234 7
113 230 25
246 223 6
342 325 4
498 13 11
455 58 17
493 62 10
19 129 6
453 288 33
417 49 24
333 138 31
322 320 34
187 9 34
478 280 9
225 217 22
204 151 20
72 425 13
253 174 14
308 380 10
125 3 18
349 75 31
454 159 13
272 6 7
362 381 18
73 31 13
136 28 31
178 236 11
188 416 16
92 93 18
290 345 29
157 408 28
108 53 12
263 156 37
269 221 30
292 381 -2
466 334 7
262 107 18
121 447 29
323 262 22
298 352 29
303 344 30
472 89 19
322 366 23
265 380 23
125 251 21
471 18 6
125 16 8
61 125 13
172 28 31
16 253 20
452 217 29
377 469 14
231 121 21
272 197 16
495 88 20
298 39 12
487 449 13
232 188 18
239 10 21
298 158 15
48 124 17
76 266 14
134 194 19
23 189 19
451 336 13
28 29 17
454 113 27
378 316 29
134 384 21
262 332 26
347 208 16
281 466 29
239 283 13
334 124 26
219 76 9
173 198 0
233 188 20
323 495 20
144 70 18
295 236 22
488 84 17
106 342 13
263 182 22
307 417 7
461 452 35
12 432 20
394 182 8
3 33 18
385 221 12
460 333 32
33 312 24
233 248 34
364 240 32
424 251 28
290 196 21
162 57 22
263 172 15
261 13 21
268 247 5
143 300 20
242 182 16
432 292 27
47 56 30
35 217 27
118 122 18
313 356 26
159 366 26
126 344 34
113 290 27
363 267 24
330 302 16
324 315 24
260 102 33
406 443 25
58 233 19
422 163 24
81 461 27
433 129 25
39 53 15
479 298 31
210 331 15
250 432 13
109 4 13
149 8 15
289 160 16
348 386 15
124 102 19
422 126 34
203 53 24
18 81 27
28 380 25
157 416 29
212 241 22
200 60 24
134 267 32
373 444 10
437 350 20
298 230 19
397 187 26
140 183 23
416 19 26
446 363 13
91 202 21
470 464 27
274 27 28
269 176 18
260 182 18
104 327 19
198 424 1
237 433 31
409 336 7
429 460 18
34 216 16
274 381 30
203 228 25
366 492 23
267 76 3
486 305 18
328 176 20
254 200 16
384 30 17
239 280 18
189 165 17
130 216 21
437 408 12
343 359 17
122 90 5
227 461 16
380 310 19
91 197 30
434 326 9
276 52 15
75 77 12
494 26 36
440 280 23
465 71 18
117 277 17
452 57 25
365 111 14
226 118 23
487 139 17
428 162 27
117 34 16
9 433 17
416 360 30
444 112 23
334 485 17
229 18 14
482 79 29
79 396 19
460 117 13
63 24 29
358 359 27
200 431 20
387 280 16
428 448 13
51 86 17
180 426 35
483 499 14
212 466 17
169 187 13
387 476 18
211 414 23
92 8 18
299 20 2
279 234 9
421 444 16
124 488 11
203 92 21
258 317 16
462 149 24
300 334 17
268 265 25
283 302 21
207 61 14
494 10 24
104 409 8
0 351 35
412 345 0
453 69 20
429 400 31
77 120 11
283 250 1
74 485 23
334 195 16
496 398 19
386 115 8
155 193 31
88 133 38
149 117 21
29 367 25
81 196 30
47 216 27
100 136 17
157 174 32
