1000 500
589 414 19
299 822 6
441 324 25
109 364 25
390 155 18
258 224 4
916 656 28
656 17 27
599 269 26
564 883 27
70 836 23
104 982 14
122 950 18
575 960 12
984 948 15
1 239 7
20 207 15
45 210 19
548 916 34
253 616 12
281 432 25
958 934 26
630 625 18
125 834 22
742 124 29
104 330 13
785 324 7
679 865 22
564 321 30
335 119 39
908 974 18
928 983 14
572 978 22
563 547 17
78 316 25
193 699 25
259 537 18
214 744 25
272 786 10
497 662 27
238 415 31
853 158 16
421 222 24
407 714 29
462 254 8
67 849 33
325 425 16
795 319 20
882 283 26
536 807 15
270 471 22
550 347 12
2 687 26
668 447 21
427 778 27
169 227 17
288 741 15
828 661 30
672 55 29
634 568 23
450 925 9
922 690 13
24 734 20
961 140 24
723 531 21
388 805 8
89 415 17
127 589 -6
856 19 25
962 59 11
824 656 6
623 336 11
360 668 13
794 143 31
420 31 37
509 479 14
842 551 27
42 439 21
244 558 30
496 904 12
128 389 23
56 137 24
677 960 27
771 30 14
75 278 15
941 348 16
379 163 0
826 636 26
938 370 20
257 159 25
268 457 25
76 553 16
640 522 21
149 248 30
434 790 19
82 731 10
844 418 22
792 811 20
617 871 29
406 661 10
284 473 17
757 651 16
106 816 20
84 489 19
690 275 30
571 371 17
201 682 39
501 395 22
459 566 23
808 158 26
732 41 27
493 219 21
883 77 18
821 457 17
441 247 37
958 98 33
770 110 16
76 287 11
808 787 24
223 735 17
754 95 22
191 656 33
539 597 33
936 263 15
842 783 18
492 964 13
738 765 16
772 392 17
640 818 15
480 264 32
106 584 19
768 48 23
572 558 11
518 554 13
815 157 1
771 988 33
429 15 17
694 710 23
496 664 25
820 354 27
726 967 29
704 157 27
879 739 21
28 914 8
541 767 28
782 635 19
978 200 28
239 729 29
629 410 23
407 34 19
44 150 21
575 11 23
875 524 10
713 882 5
246 306 12
392 918 26
724 351 17
369 884 21
777 705 33
505 903 11
497 385 22
559 542 31
627 492 27
331 98 20
70 333 29
127 301 2
344 907 30
681 823 29
95 228 19
689 67 8
394 607 22
739 289 16
818 703 18
795 350 11
179 977 16
528 782 15
498 90 22
340 676 17
176 707 16
260 822 6
798 693 8
858 18 21
886 350 26
25 741 20
843 273 9
690 919 22
291 601 31
633 610 6
663 332 24
33 341 10
805 295 8
174 646 29
978 997 19
451 734 32
929 239 25
7 205 26
117 457 30
374 362 21
656 885 34
164 68 23
172 80 18
649 254 28
864 679 15
325 42 19
219 27 27
405 764 6
945 227 20
26 212 20
144 767 19
500 547 12
765 335 23
941 274 19
767 558 -4
225 403 13
810 821 29
966 908 18
338 109 38
181 524 10
342 24 17
446 3 19
621 790 19
791 411 6
963 204 14
214 483 21
573 604 24
762 840 40
824 281 20
86 685 19
926 810 28
234 444 10
894 717 25
958 704 33
158 691 19
842 667 20
447 770 17
698 156 38
281 973 21
730 914 22
432 113 14
483 57 20
683 925 7
