2000 1000
1318 34 30
668 845 21
1156 478 5
257 830 17
1932 1799 21
1966 745 17
476 726 14
1228 473 11
716 1311 15
1213 784 26
1846 1652 17
651 677 19
1134 1289 8
868 1698 24
1795 1283 24
282 219 31
1956 691 18
1407 1598 27
514 1427 39
1257 770 11
322 1752 30
270 1962 31
425 368 13
1273 1505 27
1213 355 11
323 1662 9
410 1364 27
586 911 29
1818 1295 43
924 1599 19
1355 74 18
1212 1121 18
317 37 10
1228 1812 17
305 652 7
497 1039 22
186 1105 14
1058 1251 31
1007 308 31
1465 1390 36
871 269 18
1119 1860 30
1707 878 13
1091 950 13
326 483 27
756 284 19
1400 291 11
888 524 24
1184 1806 23
1135 520 15
937 1531 27
1705 1562 24
447 1509 10
1678 1665 20
1392 1872 18
520 262 14
557 969 15
1955 636 29
1545 391 18
1114 810 26
424 573 7
442 251 16
1496 460 18
1153 96 35
431 569 22
1131 1943 26
1527 56 23
1438 1787 19
928 1149 22
1336 1033 25
223 740 24
1696 665 23
429 1305 5
1414 1088 20
1577 1871 31
14 1482 8
229 1215 22
1293 1825 6
321 1168 19
1801 712 -2
547 427 20
1692 58 25
490 153 16
3 1093 22
124 336 23
1509 1625 23
982 1495 32
1509 712 17
1587 1400 10
488 834 22
1092 1999 19
497 126 24
1164 1838 15
1497 1726 19
146 21 19
1638 379 25
248 1233 8
254 1886 26
878 357 31
137 521 26
1491 1734 32
1303 230 16
1157 1015 23
1768 323 12
383 103 18
17 1562 17
581 1259 18
1736 1483 22
1597 1105 18
375 1650 5
1327 849 11
1257 69 18
99 1229 21
547 1845 19
376 384 19
1188 1125 17
554 432 10
712 1236 17
1984 1314 34
1204 1453 33
1749 820 22
1772 309 4
612 1809 7
331 1291 25
590 1131 12
737 463 18
300 97 26
871 1239 29
1346 1640 26
30 315 10
1801 218 20
1653 734 30
1025 1974 22
543 1008 24
1305 1318 22
50 23 12
1511 1230 31
708 341 14
272 334 19
320 1191 29
1467 1117 26
559 1618 27
1073 1725 34
1583 1142 21
1872 1484 15
1841 1652 29
44 748 23
1042 1268 21
1744 103 18
1580 1852 36
780 696 17
355 31 20
1692 184 26
1009 508 19
1039 1258 18
1760 925 12
869 844 11
1787 117 19
1409 453 21
1969 591 12
535 502 19
975 1074 27
368 1353 28
1490 165 10
155 1655 28
