40000 150000
8618 9015 22
1474 39550 16
39016 36141 22
14560 17830 4
8694 23498 15
25637 30665 17
30112 371 30
5299 33050 25
279 27144 9
3517 5303 18
20652 2276 15
2120 22121 16
24019 17116 11
4318 3259 25
16723 7534 18
17134 22532 14
33373 28930 14
14537 18094 26
37374 4681 10
5147 17052 13
7411 11104 17
13407 14617 22
3783 14130 23
434 20658 27
31687 37073 12
16153 4849 30
19035 23032 12
23956 9198 22
12324 6430 22
24697 23570 23
14643 2820 20
18887 21426 2
2328 36077 5
6355 29899 27
38532 7505 19
33088 31622 -1
2058 12517 21
38599 30515 7
17889 13080 20
35952 3727 12
38623 18577 20
11158 16064 25
16959 34868 29
37927 23573 35
21404 5532 27
38827 34165 36
6155 34573 31
39976 26690 15
24945 8309 13
16269 27087 10
15229 32278 23
16606 12179 27
32520 25810 17
18197 6098 30
17562 38472 10
17578 25419 11
38480 13365 15
19931 13834 18
16766 7418 28
36313 24551 14
8762 25489 11
6725 27201 20
8605 3858 6
5299 18309 14
642 23849 14
937 15783 28
37126 32994 12
31840 25253 11
18822 14304 31
11522 31817 22
39715 12447 21
37418 23013 15
4032 17207 23
6694 16278 17
35714 28569 14
15096 21058 12
32591 24657 6
9296 27292 1
20175 2692 20
23251 34205 15
5614 6513 27
6935 8650 22
36951 28530 25
28068 18802 14
39546 3961 33
35636 32623 24
5510 7381 17
33267 21602 24
36911 16300 25
1855 14904 10
30185 31488 26
17429 11162 26
7611 10809 5
29011 24731 18
12547 29853 19
10611 34527 5
27665 30689 13
13972 31409 31
39394 25176 23
1653 30833 20
39271 34531 16
14210 37039 19
13115 32605 32
28859 16677 23
27867 4124 21
14064 4984 36
22952 23282 18
447 36100 20
33551 16363 24
35113 25252 19
1136 35512 20
8750 22909 16
3396 18255 6
11111 24646 19
36378 21345 22
11871 20163 37
31750 6962 25
28502 1793 33
92 30630 20
28239 7722 9
6877 24032 18
33982 16406 13
108 28604 27
14386 15115 14
34097 16775 12
29891 24185 31
13761 24912 24
32025 9661 14
28308 29662 13
31407 2269 27
28100 29940 22
23315 19976 22
12043 30095 21
34654 2465 21
31171 33786 22
21026 4320 21
13989 1290 21
29826 34255 10
38664 20273 23
27727 19608 16
18316 7715 29
39332 34567 27
24932 19148 26
1445 33810 9
2789 6859 20
27013 9996 22
21504 2187 24
21101 21002 17
22170 22990 18
9936 6101 26
3395 33093 14
32618 6876 21
5095 250 24
10054 10603 25
39569 17644 17
32080 14035 24
26460 184 22
25479 10765 14
5445 1139 37
18109 8765 28
37293 31918 27
19522 39328 37
26718 24136 14
33616 337 12
7713 21895 20
5770 39204 20
14972 27955 20
25383 18342 22
23134 7402 15
19171 10658 18
21212 7436 26
3824 3247 20
29068 17045 18
27503 32687 7
38408 31259 23
36020 17803 16
19241 18061 26
20485 13497 13
35916 38323 22
2395 22200 30
33616 9202 7
7904 17745 14
3542 23431 34
14767 21781 15
19647 7688 25
21399 14371 34
23281 24296 19
36341 38203 22
37248 526 18
2278 14562 13
32086 29908 14
19278 7762 8
37912 8573 7
28949 29261 30
2347 34280 19
8244 445 3
19544 17774 23
36533 30202 -4
36616 18144 14
35318 8963 30
902 6859 18
8550 24769 34
28992 7605 12
364 12300 20
6647 14378 24
1823 15959 5
13872 19354 24
12560 3536 19
22403 20580 27
22997 38935 35
27056 23371 25
35259 11349 27
22648 10797 18
39932 2619 24
14044 26113 18
18437 8254 27
24498 39268 14
31803 28299 27
36916 23429 23
21077 34614 28
33800 22362 12
37568 25174 28
34154 21311 20
3652 911 8
161 15801 12
23040 6189 12
36096 31808 8
5632 18866 19
38296 5467 24
5954 37741 21
8766 13164 17
36534 28594 13
9288 38574 30
16446 37348 17
26768 2679 19
2223 17709 24
17071 7669 24
1358 30338 16
29954 27059 31
27796 25057 31
37353 31890 25
14570 1875 29
9218 25682 28
8621 18732 20
9906 15880 20
35242 1032 17
34459 23015 24
10978 36302 11
13030 28729 13
2055 24110 29
26235 13221 20
27629 38350 8
5836 3082 22
13594 34964 13
10833 4473 18
30753 25514 17
20929 22125 9
35661 22694 12
16966 5175 8
28186 14586 19
2334 29689 11
5802 36751 32
25007 14137 23
26752 30789 24
21903 20572 18
28034 16525 20
36042 34656 28
21676 32017 19
10743 9034 30
20866 36136 16
16127 4190 18
7235 18531 16
285 15892 20
5134 36100 20
5909 23363 23
30520 15454 29
8304 496 12
31300 15178 8
12856 2490 24
22503 22381 23
4153 7770 14
6763 3388 22
13222 1230 19
23915 16617 8
25524 21510 24
31922 674 23
33730 20678 18
12143 16654 25
3668 27176 12
9238 7312 17
30619 5411 18
35784 17576 31
10381 21579 25
22813 28616 22
832 1391 22
11388 24140 19
11885 1751 23
38114 27578 1
13803 8453 5
35355 39041 27
3000 10805 10
10759 38587 24
28464 1374 14
16854 32812 8
26771 16815 36
31692 17602 18
23171 5397 18
38633 12737 15
28494 18037 10
9396 20906 21
20281 15360 24
31447 35292 21
29957 16935 18
23858 28696 24
36690 31318 16
34943 17341 23
8574 37976 10
6202 33263 17
2048 14943 19
5382 27957 21
35123 36054 20
18777 6810 24
21442 5242 23
1307 3902 20
13701 37813 20
15697 12711 16
38459 25482 32
14260 35889 23
26301 37793 9
10519 17197 18
8980 10945 24
36286 34357 26
12873 25992 5
25055 32943 27
6955 37359 10
17762 16009 25
38023 2762 24
14375 28107 9
39054 23961 19
23952 29515 36
7750 39809 11
8940 31778 23
37767 29744 22
35230 14147 30
320 25353 20
39128 14156 25
21252 5604 29
17438 7686 29
32517 34454 38
35337 19106 20
32601 13294 12
34881 26427 30
4217 1331 26
4958 22424 16
22396 10294 26
18183 28753 19
31574 36306 38
10734 22887 32
32949 31542 16
27078 4748 11
26370 31879 26
21760 1445 16
10299 18483 19
38906 10817 24
31586 26217 11
27796 2781 18
38023 21682 12
7642 10929 17
1786 18850 13
8244 21346 1
12811 18362 24
23309 27786 15
8809 28962 32
35427 5818 14
38075 19928 25
35676 8390 21
30591 15815 7
34064 13454 8
24370 26672 26
21500 24890 38
37454 25300 32
184 28231 25
16885 39719 16
20778 38542 22
37378 17554 26
8331 39051 18
13885 19024 24
29993 3635 9
23855 30742 23
34446 4094 23
33791 8691 32
2908 4497 9
1584 37937 10
27474 11018 19
14063 22586 18
1791 26562 18
5614 29252 20
19595 8531 5
9262 32639 21
22822 22638 17
511 12091 14
22120 22661 24
26548 32198 14
30162 22638 10
38933 29348 16
17711 8922 36
36244 29531 16
31039 33093 7
25518 8505 28
15034 28554 20
36151 9213 20
7604 22271 19
30006 2382 25
33365 14183 9
141 39240 26
10518 32749 21
38022 23685 22
22530 32871 31
842 31446 9
5621 19605 27
3621 1481 28
6432 7520 25
25027 36578 15
15548 19763 19
28776 9129 29
28189 18350 26
3992 7372 30
16324 36865 26
3948 10673 28
28232 24585 13
3169 7708 13
11779 36008 22
35574 30544 11
38051 11950 16
3292 38435 34
11510 2057 31
33010 39436 28
17100 30793 1
37057 25489 18
12330 14602 16
28435 18002 7
11517 16350 26
24892 37954 26
25034 20978 27
15011 182 11
33305 9353 24
21331 13604 30
10993 12605 15
15001 37936 20
10051 1508 42
24332 39446 9
16498 30751 8
8964 7466 20
29536 23584 13
21819 38393 39
34616 13746 16
14993 3449 12
26850 17398 17
599 37370 28
5719 21361 22
35173 20671 24
20653 19448 5
18282 20225 9
542 18465 26
4158 32356 5
2044 38781 10
2133 19225 18
27 3236 13
50 23171 -5
11874 21975 19
31483 29633 23
31564 9922 20
30007 17260 25
98 35259 13
35344 18389 20
10419 4958 11
33531 13794 25
18641 34425 30
18387 28092 35
15741 23109 44
35017 35497 12
10857 17293 26
14743 19065 16
32721 4207 24
1842 833 6
34222 39952 29
29630 28121 21
14097 16316 20
3809 27541 22
2664 28336 23
11487 11846 29
786 21044 22
30848 10137 44
12443 12340 24
17994 6222 27
27061 36272 20
29516 4874 24
5274 30476 23
31313 27044 20
25420 10216 11
9783 12791 5
23219 33077 31
31061 17998 16
28887 30943 20
31183 23112 27
39240 17534 34
9098 20994 6
4300 38939 20
19961 31698 20
22267 38377 23
11632 36613 17
24875 5016 31
29022 27311 5
39023 16150 15
26091 32237 36
14744 31225 3
37230 16518 21
16230 20265 30
24587 22916 21
7563 31957 16
13292 23054 18
18347 20152 26
2683 38433 24
33633 26960 18
1706 2324 22
371 27425 25
33514 19885 11
15220 12569 14
33944 34798 30
26305 37818 18
31808 17188 5
21640 15404 44
17041 28757 21
21132 27268 10
12889 32641 15
15326 6143 6
26250 5668 14
25573 11781 -3
33720 32176 21
6487 27304 18
25496 11669 22
39165 38756 31
1539 37307 12
16114 31327 16
34480 38340 21
22628 3751 26
316 25932 18
18641 11192 11
33765 29930 29
39307 10421 15
7882 38446 17
22388 13228 8
36205 8739 9
20354 11605 26
23728 32588 17
1276 24337 8
38427 13928 30
698 6508 30
7764 25007 3
25320 21724 11
26468 9044 28
12419 8257 10
2936 34114 25
26842 35301 18
7325 10081 16
20621 13180 25
12867 12945 30
785 23714 22
11259 14571 16
37546 29793 21
14648 32069 22
31905 5718 5
20886 12822 10
10009 33385 6
28458 4489 17
12801 11923 19
27482 21658 17
21141 31489 20
534 34078 14
10750 21898 20
16753 2235 13
13965 29394 13
18452 10257 15
19531 30283 20
14245 27646 23
22314 1092 24
32597 36609 13
37607 15649 16
6203 28277 25
16860 32774 28
35918 5175 22
