72 1477
22 69 -3
57 27 23
59 53 29
24 68 14
10 56 -22
21 3 9
34 24 14
67 40 19
54 7 11
17 63 24
23 5 14
4 14 11
52 65 26
21 53 13
28 29 12
7 35 13
51 60 26
21 22 46
52 57 16
35 22 29
70 22 -22
10 21 24
27 42 20
39 18 28
11 45 11
12 23 25
46 70 -1
23 58 21
54 10 16
8 42 18
6 24 21
50 49 8
0 34 34
15 23 6
16 66 7
21 15 22
12 34 10
19 10 32
4 71 30
4 19 16
56 23 19
10 52 17
52 25 11
28 23 21
31 61 11
10 67 18
32 1 22
5 59 14
2 21 29
29 2 27
20 14 37
30 50 13
28 61 24
27 62 22
38 71 28
28 7 -5
55 54 19
14 40 21
40 21 29
28 3 29
15 38 15
32 40 11
70 27 18
53 17 14
45 22 22
19 55 14
50 65 24
7 9 3
19 34 25
63 37 30
28 54 -18
48 21 -6
42 25 19
24 45 23
14 11 -3
54 51 10
24 41 12
45 10 -15
53 23 18
22 29 18
30 42 23
23 14 20
13 33 27
47 4 21
34 43 28
13 6 12
11 10 14
4 9 18
32 37 6
40 51 25
29 27 22
5 33 38
57 54 38
54 40 6
27 1 41
63 28 25
50 7 17
34 31 27
9 22 37
56 47 19
53 13 27
62 42 18
26 2 14
67 28 17
70 54 19
8 9 36
56 54 3
13 42 19
58 45 6
50 70 21
14 52 -1
64 16 36
23 6 32
48 24 24
67 57 21
62 37 6
69 50 28
61 4 17
70 37 17
22 1 36
41 15 13
60 36 30
28 67 -13
39 26 8
71 55 19
59 19 25
55 2 7
56 63 28
12 33 10
30 0 7
49 70 16
8 57 25
51 41 19
65 42 15
30 44 13
20 41 19
17 40 7
26 32 17
55 51 29
7 0 32
36 29 19
71 8 15
4 7 33
16 54 7
39 16 27
65 47 19
64 12 17
49 4 31
57 45 25
3 44 25
2 43 24
14 61 -1
42 12 23
58 68 3
57 31 29
64 59 12
51 0 24
2 63 3
22 41 11
58 28 13
18 30 20
7 55 22
24 37 24
59 48 39
51 56 32
36 34 23
27 12 32
30 27 30
34 60 36
27 67 35
23 3 31
65 29 20
62 18 24
16 42 23
1 28 36
18 54 19
56 34 6
9 20 35
56 31 16
29 37 8
42 27 -25
69 17 18
65 32 23
18 35 33
64 49 13
46 31 10
15 1 23
7 10 33
17 54 18
6 66 32
4 47 27
32 61 14
43 15 8
71 64 12
44 16 5
63 25 20
