4000 3000
858 20 18
313 3935 19
608 1437 24
3489 2456 22
82 1461 13
3341 1732 18
3043 2508 22
3714 435 12
1249 3515 32
2015 521 24
2380 1966 15
3805 120 30
3243 158 20
3572 1363 25
1612 2198 22
582 1227 18
3541 754 13
705 949 27
3751 2691 20
1563 1832 20
511 1513 7
375 1843 23
619 3749 12
3988 2600 21
1889 3443 20
3204 3121 2
3618 1148 11
1071 2054 18
1051 880 23
1461 310 19
2783 1818 19
2417 708 23
159 216 14
2443 3959 6
3495 2876 21
43 684 24
2211 635 17
2440 3406 6
1348 1185 12
1688 1316 24
1515 3185 8
791 231 18
2409 3126 30
3439 814 13
3357 3858 16
159 802 30
3870 3425 13
1446 2021 15
1393 95 -1
342 1916 17
1412 3457 12
866 2468 25
3506 497 21
786 2363 18
1592 1131 22
250 2886 10
3375 3899 13
1366 3432 11
358 3297 13
922 3858 10
552 637 18
3950 1441 2
2257 3188 23
3367 92 6
848 263 20
2181 743 22
2885 3421 31
2228 1515 22
2951 241 17
3281 3755 27
500 1524 26
2806 497 18
309 2485 10
3016 681 39
839 463 27
3133 830 16
454 22 27
3767 2732 17
1237 602 40
1897 2290 20
1917 1465 20
1338 2607 29
894 43 21
2615 1214 10
2358 2749 19
3292 2428 18
3514 1711 20
3820 553 29
3740 2965 15
3252 167 28
485 1521 30
365 1785 21
633 3195 24
2745 2949 13
3351 313 40
995 2130 5
2680 550 27
2689 2986 13
686 1230 33
2899 3257 29
36 2096 17
3747 1739 7
2753 1690 11
3012 689 30
3174 2864 24
1332 540 21
2637 3014 17
284 1760 16
1546 3136 19
428 946 18
843 3256 8
545 1258 29
25 408 21
1729 1345 22
343 1563 25
2747 564 23
2751 3728 1
426 3038 8
426 215 16
2256 673 30
1222 2721 12
1564 2013 18
1663 2387 19
614 1399 16
3032 1507 22
656 3347 23
1969 3289 21
2820 890 13
2752 2831 18
3162 1333 15
3386 2385 12
2557 2087 3
3709 1782 8
3368 2766 5
2919 1116 19
231 3674 14
191 2511 20
3557 1381 21
2004 1843 3
1559 2093 9
81 3071 23
620 3330 19
3821 1099 14
2859 2148 28
2678 1296 19
274 3754 33
1440 3032 26
1946 3921 9
3008 2594 6
1895 2937 9
71 3361 9
3846 1884 17
3138 1517 19
2675 890 19
3286 3337 21
1112 2147 24
2591 333 10
1845 944 26
1484 3512 21
2942 585 26
2447 2321 16
1842 1186 5
3880 2609 11
1386 2506 12
399 1458 7
1266 2077 14
1462 378 20
1726 2928 27
1067 1442 16
1993 2555 14
2327 1331 32
3544 2711 8
2972 1898 12
603 993 1
3222 2196 15
3725 3413 21
733 146 23
2974 1888 26
1094 3206 18
3136 180 14
3751 3683 16
2788 3490 29
183 1703 29
645 1431 17
3017 203 28
2148 1585 23
1632 3790 20
58 2099 18
2784 74 28
477 148 7
1858 2913 17
558 3948 11
188 230 19
3097 3285 27
1183 2943 5
529 621 8
370 3457 20
2710 2161 23
2298 311 4
464 259 16
308 2715 19
2962 3589 15
246 2235 16
3642 603 19
1747 309 25
2253 3917 20
598 1978 17
477 3298 11
707 2606 20
548 2533 25
3291 1606 9
3624 290 7
1014 2664 22
3479 1013 -1
1696 869 13
3380 215 27
