4000 2000
286 2360 16
3793 135 25
1147 2618 25
2165 2598 16
2184 3749 23
2647 1101 5
1287 2805 27
3635 1329 24
3130 3330 14
2105 3374 11
1254 3390 10
2727 1099 33
2768 1651 24
1940 1103 16
1404 408 31
1409 2582 30
1664 2437 22
3501 2596 25
3897 2903 26
3742 612 23
2663 676 31
3953 2239 38
358 3761 19
1254 2530 14
1993 318 20
524 707 7
1896 3975 15
453 813 26
2205 2365 18
660 1597 17
2588 921 25
76 2513 23
3925 1808 9
3096 3984 38
2095 1171 5
704 2828 17
47 2118 7
2690 1125 16
838 1303 17
3344 1836 25
2494 2701 14
3949 2139 27
2785 517 29
3882 3846 22
1999 1624 10
2862 2753 5
947 2530 13
515 198 23
2590 3145 23
2648 1118 18
2238 821 21
2350 3196 15
515 2149 12
1048 158 24
2014 3508 29
1883 1324 4
195 3670 14
2063 1785 24
1415 26 14
785 3232 16
3428 3600 7
1217 3833 22
317 754 18
60 2692 17
2208 2412 18
930 3209 9
2709 2058 18
3162 423 31
3546 278 22
3596 1969 22
2476 1662 23
692 2522 14
3881 3337 21
3723 3307 20
357 2061 18
1902 286 12
2724 2219 21
3162 1332 4
1252 1139 20
3925 2851 11
353 3535 32
3320 778 10
3994 1475 11
2221 1073 23
3727 1451 20
3535 140 31
2627 1632 28
3791 1935 17
2491 2083 17
2635 3537 19
346 1838 18
314 3908 11
2007 1394 24
1336 264 6
1967 2011 14
82 3904 10
2731 1784 13
3331 2441 27
3427 1060 19
1941 2092 13
2989 1174 4
635 2359 12
2845 3932 9
312 1985 16
2005 3755 14
2933 2178 19
3369 1619 27
3672 3009 19
2363 3903 10
2909 669 19
1378 3717 20
3896 3143 12
634 398 31
2938 3401 22
1603 2731 12
3182 3217 20
1960 160 21
2169 591 34
1769 1977 7
2401 3915 21
2889 2681 33
2297 2708 18
861 175 28
1115 1159 8
3794 2649 23
3515 3002 9
224 3883 11
1116 3485 6
3492 3821 26
649 3874 16
3439 1997 -4
1600 197 17
525 3810 18
3881 3835 25
570 726 16
2108 3906 16
2101 970 17
1346 611 10
1918 1853 18
471 1682 31
1944 582 21
139 75 16
3048 3831 17
2332 2421 17
19 2266 22
2684 2272 12
3331 2837 24
625 2696 16
771 2183 16
207 3057 12
1374 106 24
393 2131 5
228 554 24
3376 2362 26
1617 1977 29
1627 1313 8
3680 2563 23
2458 2460 22
3513 3629 16
1466 3709 10
3014 2928 24
3122 1870 21
1459 3830 23
1508 1869 1
295 1667 5
1019 2564 18
2882 1620 25
3379 2693 18
1639 3296 14
3577 1581 28
1915 3543 35
2061 1699 32
964 2983 27
2947 951 26
3658 691 20
2205 2085 19
3352 1532 20
1490 2257 24
1051 1530 15
650 3083 15
3298 1 31
2624 266 22
1724 671 14
3582 1714 18
1916 1274 3
3203 1776 29
376 3059 41
1184 90 33
2597 3623 -2
3990 2289 31
1884 2026 16
1945 1920 12
2296 2828 21
1231 1564 25
2453 1750 22
17 2691 27
338 1963 23
3625 3551 11
2767 1577 37
82 3234 28
3759 2983 7
2907 2185 20
1719 2679 16
3171 475 19
3949 1186 5
601 1753 39
1920 3413 33
2538 13 22
385 553 6
2074 374 24
3129 1985 12
3224 2115 21
2013 1139 20
2096 1365 14
1057 840 20
3168 1402 25
2072 2433 16
1752 1416 21
2298 2586 16
1339 2976 22
896 3078 10
2689 3844 28
1120 2228 10
1315 196 7
2997 2114 19
523 2837 24
3621 3229 14
2518 266 21
1168 3709 10
594 32 21
1275 1620 25
3230 3486 34
3246 1772 20
1613 3349 32
1360 1292 33
1635 2208 20
3501 2769 25
3798 1250 11
1232 3126 17
772 2128 24
289 132 25
3653 3314 23
3927 3144 31
3326 2487 24
883 1886 15
2366 554 22
131 267 19
358 1599 18
3222 2224 12
2889 1459 8
1407 646 19
1004 3150 22
1904 1538 20
3558 386 18
1728 2547 7
2433 1610 23
2021 1953 18
663 2606 32
1114 686 28
85 1979 10
1370 3894 25
2202 3213 20
1410 2736 13
984 39 21
146 2636 25
1106 887 25
2764 3476 16
1334 1394 21
1095 3458 22
2854 3468 19
3920 1930 23
3615 1474 14
1113 2476 10
2118 588 43
1697 123 31
2518 3729 18
2245 3254 37
1795 1325 24
1568 858 21
2831 2439 24
417 2327 18
1698 2532 18
782 2379 32
2228 2340 12
1222 1562 15
365 880 19
617 2624 31
893 382 9
2718 1035 31
1185 2148 23
1659 2828 19
3561 157 32
3801 2750 35
2811 1156 2
2755 3136 21
2235 946 6
580 2316 26
1386 2869 14
2370 3930 12
1781 3670 26
3629 1591 17
1019 1620 13
2640 1711 34
1897 3067 28
1497 967 19
642 2365 18
2519 482 20
448 52 7
52 1517 18
1521 1628 20
210 165 24
3731 2116 15
819 124 13
3 2708 16
1344 195 18
2498 3425 25
3112 786 27
2977 600 7
3796 532 4
2429 383 28
2587 780 19
108 1774 8
2913 2783 26
2052 3852 6
2026 3118 30
3845 3341 22
3863 22 18
2244 2760 18
1222 2773 19
2810 2215 16
1788 2271 5
2627 3464 26
664 2268 25
3177 142 19
3909 3914 30
3635 1188 33
2772 2878 -3
215 1944 28
1150 708 16
3138 852 39
1775 2749 26
3604 3058 21
3719 839 22
58 2085 20
2146 475 32
150 3572 8
3721 1317 34
3453 2951 31
987 3474 26
3782 2070 10
2936 1242 34
3722 124 10
2148 3663 22
1923 618 20
3746 1923 22
524 2111 14
453 2380 19
3938 2552 12
1817 1746 31
790 1035 8
1972 2001 16
1256 2233 27
176 1980 26
2478 3437 14
3622 3909 33
2174 1444 16
150 3819 18
3242 1039 17
207 2857 15
78 1807 39
386 1702 25
696 2913 19
593 625 32
3463 3468 22
2373 120 25
3566 512 43
198 2686 5
3601 2777 27
381 3780 21
997 2812 15
2648 2594 25
2176 2503 25
3111 1989 33
611 3583 7
1513 766 34
356 252 15
1054 2960 13
1129 343 7
604 2778 17
2312 3143 20
294 431 28
3804 1098 24
1231 2107 23
3432 35 28
344 1652 19
365 3957 17
2869 435 26
3050 2775 24
361 3782 19
443 3820 15
1545 714 19
435 2558 29
2252 978 18
1921 2142 23
2441 1907 21
3019 1199 24
1701 748 27
2462 2836 10
1331 3513 21
2475 205 17
492 1031 32
1414 1860 23
904 3324 16
2497 1199 16
477 1555 23
2269 367 18
1637 3137 23
3371 3040 24
669 451 14
1161 2598 25
272 1072 34
621 2895 18
3054 2199 20
3763 384 20
1874 3835 26
1062 362 15
3383 1497 18
872 1509 19
