20000 20000
19134 3883 13
4073 19241 27
13597 1787 28
10097 2660 28
5032 18491 22
19310 17536 16
13538 1751 23
9390 13672 17
486 3398 16
7628 12815 26
13267 14362 31
3536 3213 22
640 14744 25
18259 19005 29
7950 5026 26
17916 17520 14
15941 12311 19
19158 19804 30
18929 7642 17
9550 4112 14
1135 5798 10
4772 5030 10
10971 15666 7
11016 3555 10
14229 14510 36
5406 14515 18
12222 17860 15
15930 6383 30
10875 10233 25
15268 16728 17
13905 19115 23
85 7130 17
11910 4402 18
3128 3564 9
358 2976 20
16907 5839 14
10362 10085 28
14366 7297 14
9013 10599 38
1395 8821 28
15019 8789 20
159 4790 16
11286 5727 26
4359 16729 21
3796 6734 5
548 19580 5
11203 8326 19
4639 10473 17
11331 17699 19
2485 14418 18
19543 15325 15
18899 14196 18
579 4997 10
10106 1462 24
18286 13415 18
924 2216 15
6785 2056 26
7388 8262 8
12391 6248 13
15188 8288 6
7795 15281 -1
2369 18685 24
10098 13591 22
13633 17718 6
6564 13658 18
2385 10028 20
18389 293 17
17543 7317 13
6670 7300 7
3513 2074 12
770 7852 34
7155 586 16
5829 19220 16
4243 17997 20
1266 14703 17
18242 12021 7
3341 4017 27
17545 18272 19
9276 957 11
16426 8801 18
8476 8029 24
549 6623 14
8212 4540 33
7756 12011 17
5741 8478 20
3170 12319 29
4498 14948 5
9086 19841 25
11086 13862 48
6586 12530 14
5822 5972 19
9383 11235 8
17395 11130 5
11493 11165 26
14063 5566 3
16099 8266 20
1376 12487 38
16821 11348 25
5154 1760 6
1473 18295 14
9080 16575 16
14941 6745 12
16429 7872 18
9235 18516 18
10776 14794 18
413 10799 23
13300 13601 27
5128 17625 32
4508 2399 18
19635 5932 10
9262 2269 18
6896 18892 29
11432 9801 26
18530 11592 12
6798 4239 15
15261 17813 24
14401 4883 19
6601 14712 17
1128 3794 27
10655 7866 15
3659 12550 27
2217 15187 24
14834 14625 23
2758 11041 18
19882 15342 23
10755 7471 0
8351 4564 21
14018 9777 27
18275 11124 23
15638 6436 26
12805 4904 28
16677 11120 39
12250 18852 24
4932 11367 22
15384 19703 29
6558 16165 28
5749 1064 15
11488 17148 18
17263 3050 19
3094 17708 23
5607 2185 28
12265 6066 20
13002 15280 21
1321 1792 19
8031 19173 19
1751 1031 17
8356 1939 24
16174 18919 38
19420 14381 35
10512 788 28
17912 4239 27
16808 9861 11
3905 16366 16
18419 16984 20
7141 17300 16
8575 9591 14
13999 4392 26
8047 12888 22
8336 7499 23
15144 5316 23
11972 1226 30
16139 4179 24
7202 3207 31
5063 12887 6
5877 14304 28
5221 11448 8
13565 19315 26
14466 17354 21
8061 17462 25
15563 12297 17
10842 4381 20
8353 4923 15
9593 12016 17
16886 5875 28
10949 12375 21
4878 2793 13
12742 19408 22
3664 633 22
10496 2221 25
9038 8641 20
1509 3343 27
3107 14521 20
19681 4001 27
2124 16257 17
4576 19984 25
8248 4898 6
2159 18339 21
7112 16113 20
7326 14297 23
5903 5387 18
6109 16620 8
7602 3545 20
3809 3218 26
17864 15115 10
8960 7512 17
17242 6942 16
17840 679 14
17188 3320 17
12876 18498 37
7491 19048 29
85 2082 21
10825 6813 13
961 14864 15
18503 19603 11
1681 16469 30
17137 12867 12
18283 13047 26
1774 9614 8
14004 15989 31
1209 5184 42
5715 9765 28
14331 11760 16
1586 6811 29
7309 7678 22
278 5603 17
9783 10009 14
17535 13231 15
17431 2474 19
13279 17047 12
11496 14047 16
2637 16106 18
5995 3239 22
18798 1737 16
14058 4128 20
4308 1967 26
19502 3805 20
16779 11345 15
5751 19703 16
7982 7014 26
13429 17906 15
12159 7551 14
4684 17916 12
10846 5892 28
3024 17740 34
4464 2587 11
19913 5 40
1241 7298 4
5872 1678 24
5055 14740 17
13159 13019 15
19393 9596 23
229 1021 24
18621 1379 13
5147 12428 21
6315 4324 27
5482 18280 21
14788 7924 39
7366 7676 9
6112 15011 20
18549 19805 10
12639 5050 19
10992 12042 16
476 11804 5
15617 4330 32
16155 13767 20
3 4851 15
12156 17618 29
17029 16479 22
1412 17486 11
1478 10134 7
4411 2183 33
17914 17448 19
680 6178 32
6556 3496 28
5365 12054 11
3937 12798 40
11343 18551 8
14900 3926 10
6065 8917 28
6322 7735 13
7949 8385 21
11459 6762 25
13009 1094 31
17769 5657 15
12781 7219 19
18099 18817 11
14191 12943 24
7251 15924 25
19335 18347 31
9394 1903 12
8012 8207 20
6060 15448 18
19768 3677 13
13388 3742 31
5 15377 23
11220 6459 19
15633 17826 23
18098 2228 23
16829 9856 17
9164 4405 19
9290 11510 21
12661 1782 15
26 13383 12
17780 12890 24
10997 1842 14
14116 18413 17
0 11855 21
13806 14211 14
17575 6353 23
12880 926 27
7764 5539 17
6137 5510 13
3701 8397 31
14442 8591 13
4633 13231 22
7056 6369 31
17422 5510 35
15661 296 23
16924 8884 19
1496 7317 13
476 19991 14
19482 6032 11
11918 16301 23
15984 13005 11
11765 16013 23
935 16039 25
12662 9896 32
6496 743 29
12214 12585 17
5485 7451 22
7296 11447 11
6962 13889 27
16476 16688 22
260 284 9
12216 4750 9
7661 5947 21
15107 1091 28
2949 5174 9
8172 7613 14
6906 9682 19
17703 7716 10
4297 13978 19
8583 17305 20
15810 4485 13
10085 13623 18
13927 5461 26
18199 14228 17
12652 2579 23
19225 17662 19
4984 13046 27
1543 10367 9
12131 18299 17
8000 19290 19
16693 7051 24
2980 2222 23
4173 6266 32
15415 8048 9
17698 7626 4
5175 7800 12
6466 17215 15
12702 540 25
16352 12152 15
15940 6543 21
4745 9142 27
13992 8424 8
16538 1845 14
9395 4829 24
766 16424 26
12156 17951 40
16044 17947 14
10032 11284 8
983 13763 10
8339 19653 30
17401 11203 35
5668 18683 18
13549 6576 25
12189 2468 15
5367 4766 15
10875 2280 24
11378 16331 10
11357 3404 9
421 16096 22
7107 14317 23
15863 6682 22
10400 6762 29
13893 165 26
5922 829 23
9228 657 20
7134 2331 7
