28 225
0 15 10
15 4 32
18 7 18
19 23 7
9 13 21
14 9 6
9 14 4
13 18 17
21 19 47
4 13 23
27 19 16
15 19 28
8 7 18
4 0 5
13 8 13
2 3 25
6 17 24
6 20 43
18 25 24
16 11 19
19 2 28
7 22 14
6 8 7
13 22 15
15 6 6
19 9 12
15 22 9
8 21 14
11 25 29
18 17 15
16 5 19
11 21 7
12 17 28
9 26 27
3 21 -9
16 20 19
23 17 24
15 23 32
3 18 6
6 27 12
20 7 20
27 9 18
15 14 25
3 25 14
11 20 28
22 8 8
23 10 21
21 17 18
3 26 28
17 8 10
27 21 30
26 27 25
19 7 15
13 1 33
13 0 11
4 3 28
26 24 35
18 6 18
16 18 36
4 9 32
7 2 36
0 9 -3
19 0 15
15 20 19
20 17 7
20 12 21
24 9 30
6 14 25
19 10 33
4 7 12
17 1 37
20 19 16
1 5 26
12 3 13
3 14 20
11 13 21
9 24 8
13 24 28
23 20 10
25 27 23
21 3 17
12 26 11
8 19 12
23 22 9
25 10 22
21 24 8
14 24 10
19 18 17
8 2 33
16 22 12
22 18 25
19 22 11
24 15 13
11 27 15
0 26 29
0 8 32
11 2 11
17 26 35
25 16 16
4 5 13
1 9 21
27 7 12
20 15 16
0 14 29
16 25 5
8 26 8
23 13 23
9 25 23
26 22 14
7 0 20
11 9 25
23 11 25
4 22 15
19 3 21
13 4 12
8 6 28
13 16 8
6 1 17
23 26 11
9 17 31
27 15 29
3 23 19
19 25 16
20 25 24
16 4 21
20 5 9
18 1 36
3 20 26
14 5 13
22 17 23
4 10 3
25 4 12
11 8 21
5 16 28
24 27 5
5 22 0
13 17 12
16 6 12
26 10 24
16 9 28
14 4 28
2 23 36
18 11 28
23 27 24
7 25 26
15 26 22
2 15 32
26 4 21
14 13 36
4 24 24
17 2 42
16 2 7
23 24 15
25 12 10
25 22 3
1 17 21
1 22 16
10 13 24
5 13 22
5 25 24
18 2 31
0 22 19
24 12 28
5 12 32
18 27 20
14 25 4
25 3 17
23 25 29
9 10 19
3 10 30
20 9 11
15 12 16
12 5 24
14 19 25
5 18 36
2 1 26
17 5 24
12 22 25
1 4 33
5 1 16
2 13 25
6 19 22
21 22 18
25 24 18
16 0 7
15 11 20
11 19 7
27 12 18
20 3 14
6 15 3
0 27 6
22 14 25
15 16 7
18 8 7
10 26 31
4 21 24
0 13 22
24 6 14
12 13 8
8 23 24
10 14 20
16 24 6
21 1 7
0 3 24
27 2 2
7 1 22
16 26 9
21 8 18
19 11 7
15 3 39
27 3 26
15 1 21
1 3 7
3 9 28
11 14 32
22 21 24
20 14 3
18 16 20
1 13 0
5 6 16
27 20 15
25 0 47
23 3 27
23 5 16
8 0 10
