250 20000
64 106 9
98 101 38
30 93 29
238 129 20
79 141 12
239 37 2
120 146 31
27 33 5
25 204 15
164 188 20
167 6 22
249 203 5
1 51 18
192 143 28
180 164 24
141 113 24
229 80 10
182 22 26
246 90 18
199 71 37
30 249 18
239 211 34
112 110 12
108 180 15
123 247 17
97 188 20
188 5 25
175 159 31
91 221 27
183 28 22
238 161 4
75 108 30
73 110 18
165 184 5
108 154 10
231 92 32
28 13 9
190 210 14
22 119 33
213 162 23
16 88 33
244 83 31
124 27 20
106 86 10
194 43 24
17 168 31
182 173 34
87 206 25
79 37 5
77 47 25
153 1 14
246 55 17
100 145 20
64 99 33
27 196 21
137 67 22
66 89 31
68 33 10
206 109 16
16 107 21
213 13 28
101 27 13
89 182 22
5 151 25
147 37 23
231 67 4
81 166 38
17 39 27
144 76 30
162 216 27
217 53 16
111 133 24
32 107 22
204 18 34
152 209 6
166 111 7
83 79 26
234 189 24
44 197 25
17 209 10
62 189 11
197 107 23
249 238 30
235 123 10
52 88 23
0 67 11
97 105 12
172 199 35
70 109 30
175 93 16
136 47 24
131 67 30
132 62 28
67 36 17
129 207 14
74 170 24
1 127 17
12 240 17
124 180 19
140 137 22
17 115 18
99 54 37
96 53 18
27 102 23
136 2 18
160 218 18
70 154 20
61 33 38
29 74 13
46 155 12
77 32 17
211 86 10
31 249 14
0 213 25
105 81 25
77 120 14
204 197 26
19 201 21
128 94 10
116 40 12
115 197 23
182 97 18
219 151 20
59 5 12
92 165 19
201 245 33
0 79 12
72 14 19
71 118 18
151 46 15
51 33 12
45 121 22
194 229 11
191 198 20
172 215 21
127 98 28
127 235 16
172 41 8
104 94 21
100 162 17
228 54 24
180 248 14
101 242 14
195 85 34
100 1 23
237 242 32
218 33 13
94 52 28
39 243 21
94 182 8
7 36 8
241 104 11
207 203 18
98 192 6
99 223 28
236 132 29
238 124 17
248 217 26
99 154 24
224 197 17
123 101 7
36 30 37
113 54 21
0 154 29
149 78 19
247 48 31
106 38 25
87 169 26
206 227 12
202 10 19
133 118 24
190 103 11
96 236 23
209 160 10
243 151 34
101 93 24
235 95 26
38 15 34
238 248 17
247 98 25
130 177 17
60 96 17
235 238 23
94 34 27
211 164 25
188 202 15
157 129 10
236 10 28
164 64 19
140 201 17
128 77 9
124 85 15
175 43 16
46 169 20
206 162 23
86 89 18
41 1 9
139 194 20
28 41 42
247 179 19
122 173 6
148 74 22
246 151 27
181 164 15
18 183 17
153 114 11
221 207 11
143 37 19
149 218 11
199 213 19
146 206 17
81 98 33
39 7 25
65 94 18
101 119 23
141 69 11
28 5 25
86 243 27
244 142 18
93 153 23
171 239 22
118 233 16
170 113 10
85 217 23
94 147 25
83 32 24
191 79 13
153 124 13
48 68 17
123 130 29
98 80 10
230 92 19
115 195 26
91 110 5
32 60 28
56 248 22
143 40 18
6 26 11
