10000 10000
8406 1535 21
5821 4132 21
770 5823 11
1795 3710 30
8785 4335 8
7636 5831 10
2854 2577 24
3927 2299 26
8081 1426 19
127 5070 28
3016 494 24
565 540 21
5395 6540 12
4956 775 24
8815 5762 17
9985 1825 29
1591 2167 8
8886 4934 13
8861 5786 20
9997 9430 24
4074 4734 5
5022 5219 16
5127 8490 18
6446 7711 13
4857 2701 29
2009 7337 13
3504 1995 23
3866 2053 11
9164 8342 12
9743 9670 15
1982 8629 23
1598 6577 21
5508 2760 14
9435 6144 29
120 431 14
7149 6698 20
3173 7411 31
7175 6274 30
9402 2195 24
7160 1543 24
1127 7856 23
7504 8064 13
9443 2589 21
6646 4300 7
8105 3434 25
7446 919 19
710 5133 7
1594 6472 24
7058 919 12
6253 6244 12
8897 1798 12
8251 3283 20
6104 5932 17
9331 721 31
4749 1979 14
3604 3766 22
724 3982 24
8304 50 18
1650 7369 12
6968 872 30
4700 1412 25
6487 6583 25
3588 1347 28
1110 8810 21
5426 1087 12
4352 7912 17
7295 235 -1
4578 4288 22
7143 8049 23
7997 9052 29
3160 3162 25
6671 8689 22
5249 436 19
5645 9899 22
2787 7723 19
2092 8611 19
8195 8626 19
6450 6154 12
165 729 18
873 4397 23
9890 5638 1
6396 64 20
8562 4158 24
4840 3765 11
9570 4235 19
8924 1012 20
2607 3300 10
8408 8818 15
7705 7706 16
2449 2588 24
7425 8903 14
3931 1962 18
6890 1662 24
829 6942 40
8811 6592 2
2272 6244 20
954 9155 13
3981 3014 21
4801 6263 33
7707 5085 23
310 2003 6
4837 6840 7
969 6325 11
7292 9622 24
4330 3068 7
853 2590 17
7345 5096 28
6951 2419 11
1668 2184 14
5114 8832 6
5722 7221 33
7467 220 10
5933 2288 29
7605 981 33
5513 4166 19
4728 9750 19
5354 9293 17
3909 3650 26
5010 7638 18
463 9384 20
5024 1787 16
7947 127 22
1865 2480 20
3552 2681 16
914 2899 20
5546 6903 -4
9575 6003 23
3431 7494 10
7139 2721 19
1079 3548 29
1004 6901 9
9548 1105 22
8806 8169 19
9925 4422 14
2091 8019 20
857 1957 16
7813 4466 17
7517 6836 13
4176 2976 23
2856 6960 29
7340 3903 23
1717 6586 31
6025 8217 12
6894 8775 10
4032 6440 8
4960 9594 25
774 1645 17
957 4485 9
9755 4169 16
6873 4038 8
1471 3637 0
9559 9350 17
9704 4999 11
3808 2981 12
3882 5420 20
4699 8817 20
332 4909 28
1094 8861 29
8633 8156 34
6075 3308 25
1804 3702 19
5899 8613 11
7074 4400 22
4614 8717 17
9675 7579 10
5504 1395 16
6521 6961 34
1022 7548 22
4784 9031 16
5142 9037 30
6740 5067 16
1820 2889 3
8605 4451 36
5875 8540 26
8088 81 26
7925 6385 16
7042 7780 17
9987 4650 20
4100 658 13
511 7543 15
4272 9927 16
656 7344 23
6440 9973 7
111 7988 34
3012 4440 13
9655 9729 4
8414 3901 21
5752 6116 17
6753 7712 13
8798 2744 29
7585 5538 17
9321 5478 21
3509 815 25
5357 8413 15
5862 5196 18
5196 1545 7
8414 8888 26
2749 5725 26
5626 5452 20
7864 8506 18
4952 7165 25
327 1480 28
3865 583 40
7351 8090 28
1743 3665 27
5492 8364 16
8320 7165 18
3524 4098 17
3470 5938 35
6146 2507 17
4768 190 7
4870 7624 7
7014 7799 23
717 654 24
2638 8848 35
6687 3443 6
9612 1557 13
727 944 20
2 1064 14
1263 9648 17
2233 3046 23
5156 7826 30
9568 73 23
7804 9866 26
9044 2777 3
1039 6647 37
4099 9945 18
7383 4610 9
1454 9049 18
9744 1342 14
519 2669 18
4868 5846 25
8764 4148 31
4994 8221 18
9097 1336 8
1190 4235 26
6966 4646 27
9743 2418 25
3572 9026 12
9516 4237 29
1353 8705 26
6775 8101 20
8167 5937 17
6090 4748 25
8928 7657 17
4902 4463 20
7816 6074 25
9817 2357 21
7927 4111 31
5894 6190 13
9956 3375 22
6193 3398 28
2458 8328 24
2384 6033 16
5126 979 30
6650 142 19
6214 8549 17
8923 6727 17
4779 6089 25
3358 9005 26
3719 8264 14
9633 4509 4
4368 6707 15
356 4671 12
6235 1013 16
5129 19 23
7249 5299 25
1061 2644 11
3052 1837 24
7869 6215 13
3450 6860 13
4842 4298 29
4985 2292 22
3941 2119 17
409 9073 8
2507 8768 13
9085 6427 12
5097 8322 15
7209 2915 28
6304 164 22
5108 6341 20
4402 9334 18
1255 7702 8
7042 7204 21
9053 1270 26
7594 7102 24
4457 1311 24
3959 5963 18
4776 7205 24
2327 2276 15
2538 3080 24
2470 4948 13
7848 6590 19
8191 3048 14
6424 282 12
8313 3448 27
6859 4450 23
5983 3109 29
5097 3172 4
9788 1761 9
6993 8452 21
126 1807 26
4035 8619 8
963 2668 38
5432 9289 17
680 6182 26
861 641 38
6412 2639 31
7698 5698 0
2629 8151 26
1673 3640 26
5910 3364 23
1188 1879 21
3926 5753 24
4411 7885 25
3168 4672 4
7524 66 22
2029 3857 20
8281 8024 25
5680 4072 24
4546 9811 18
1674 6866 23
487 7086 16
9531 3154 23
6184 2398 21
3959 949 27
8782 8749 20
6995 9959 13
4691 8638 18
8537 354 25
782 8712 26
5539 9917 20
9162 3039 22
9678 7623 22
7218 7149 28
7481 8042 12
2980 1179 16
3142 1370 14
798 2663 13
7944 6502 14
7284 6637 28
2021 3685 10
911 6986 14
6279 67 32
2242 749 13
1762 1619 20
2101 8817 19
7746 167 0
571 6496 23
5686 4557 25
8839 8937 19
604 2140 16
33 3048 21
9752 4723 23
3633 8946 25
7725 5518 20
8946 6472 22
4749 2271 20
2778 18 18
5915 3355 22
2176 9783 30
4262 7418 18
8837 1720 6
9116 8090 16
3469 1271 32
6415 4656 8
1152 8990 30
2719 4222 23
6533 6947 10
1441 5295 18
5335 6054 12
9595 9895 16
2547 3551 22
7701 6772 28
4951 8178 20
6350 3315 25
2503 9132 19
5040 4157 44
2310 7453 26
5571 6127 19
1285 9280 19
9435 1064 29
419 9508 19
4971 1193 8
8052 1918 29
5438 9814 20
2521 3538 22
2636 8166 26
7048 4314 25
1384 8232 18
1155 2820 25
423 3257 21
8943 8542 29
8284 9361 21
4267 4149 3
5588 6775 20
4860 4686 13
3605 5058 11
4624 9522 18
5798 224 12
1525 1541 23
4307 7546 12
5084 7685 25
9463 2611 21
3960 5480 14
9311 679 15
8268 5072 10
557 1806 25
1616 1400 11
6643 296 18
4780 5189 13
1272 3815 29
1159 4208 3
7134 361 10
2278 2678 24
2608 3196 23
3430 2117 15
1738 4854 16
6946 976 -1
792 8294 17
2564 2497 19
8217 7766 13
4923 8144 24
1615 3675 8
7863 3262 9
5900 522 23
9257 8372 13
5299 6424 10
7637 9652 19
287 4574 30
1369 403 36
2737 6846 11
4472 5177 20
7672 3146 24
6162 5473 11
7411 653 15
1206 5282 23
500 635 23
7250 90 22
2348 6257 22
7448 1366 26
7966 3149 8
5891 9576 32
4617 5506 13
2455 370 13
6282 9203 29
6826 5208 31
9753 480 14
3118 4989 24
7382 9227 27
7864 8730 18
4850 7370 17
5412 4434 14
7174 6010 29
7318 7657 16
9263 7171 6
4143 5568 36
6550 6288 20
4648 6480 10
4054 8231 22
4457 9786 20
2379 136 23
7615 2555 28
7781 4429 32
9015 5561 18
5030 105 27
880 7413 20
7535 4011 25
2349 7480 3
907 4875 15
8613 1896 28
4182 7592 29
4146 4026 28
5911 4904 0
7057 8325 24
8185 1665 11
9602 9152 17
363 7405 22
8362 8988 40
9564 7012 19
8785 7621 30
3248 9222 23
6942 9792 31
8377 5680 19
6797 9180 11
4366 6676 20
8761 7859 11
8199 1843 18
81 7191 11
5678 212 27
7206 2263 21
7487 3547 20
1323 121 42
4488 1317 13
8931 7807 24
4537 3864 18
6263 8644 31
1541 5141 39
3181 7326 27
671 4327 26
6689 9499 15
4201 8514 28
2141 2889 13
7032 5229 20
1634 8077 6
1074 4838 23
1598 2427 23
8178 2876 26
5915 63 39
5498 3705 32
2615 3472 18
3496 5442 17
307 9454 25
7666 9603 22
7120 8164 25
9803 3796 24
8464 821 9
5210 3544 24
9115 7888 14
9626 3163 18
8902 7565 13
2484 7121 12
5229 6351 20
4918 4460 11
8634 4833 10
223 3252 11
6827 9579 18
7808 9133 21
7327 8269 21
9660 3398 15
409 5600 14
9112 4086 14
6059 7433 15
1166 9859 16
7986 5573 14
7949 2038 30
6568 7292 21
6612 7224 16
2009 9425 15
5126 7461 12
6092 1143 9
339 9929 17
6438 8325 15
1192 1967 18
1122 334 24
8442 1562 21
1358 6044 8
6822 4628 14
8278 5421 11
1550 6594 0
8255 1651 20
9006 9217 27
2280 6318 15
2326 3419 19
9773 2342 22
8871 8051 9
3503 7274 18
1524 264 11
5151 1462 17
3294 6388 27
381 6989 31
41 9977 16
6294 2024 30
7317 4920 31
6803 5331 8
6723 247 28
9223 6009 16
3816 2120 15
6077 5750 25
7480 9405 20
8724 7146 16
1908 294 5
6493 3839 24
9713 2249 37
4157 3370 31
2007 840 21
5464 5961 17
1679 9808 17
9655 5524 22
5508 246 36
3698 7853 15
3401 4145 24
1895 1377 26
7005 8129 9
3929 9507 0
1167 33 23
2314 3001 5
9299 5998 22
5683 3714 22
4157 684 14
5265 5974 27
7739 6206 15
8169 3611 27
3493 335 9
2038 3631 12
7905 2952 19
5503 6041 10
3938 9711 13
1914 4260 8
2952 7703 32
8911 6932 11
3225 6568 17
7978 5034 15
4537 441 16
5990 9630 30
2081 5273 16
2563 2133 14
6267 7071 16
6608 8666 22
1571 2766 19
5361 230 17
6199 3557 18
6537 6041 25
3324 823 19
2193 7098 30
460 274 29
7534 5429 19
4751 1196 21
6879 9781 42
8092 7238 12
2089 7704 20
6908 4060 24
5732 9848 15
6315 2723 28
1818 2533 22
277 9564 17
437 7597 24
7385 9456 15
8116 3046 17
2010 7485 14
937 986 14
7258 7687 18
571 2889 24
4470 1346 28
3512 2876 18
2439 3247 27
2937 9908 21
1638 628 11
8330 2918 25
9473 2145 22
5733 4412 13
5367 7328 12
4248 5966 16
8768 4014 28
407 8235 11
3216 5198 20
9146 2144 14
6501 3174 13
4294 4743 28
2825 8722 15
4773 4745 25
9952 6500 36
8585 9626 16
1152 9694 18
5467 2782 12
5324 6300 18
275 9712 15
4713 1850 12
2912 9063 17
2165 3922 18
3771 5887 26
5458 9407 16
7470 3396 10
4987 560 25
7717 3651 10
7329 4785 18
61 6995 34
83 772 18
8869 4387 26
7525 5751 20
5759 9229 13
1661 18 17
3983 2663 9
8656 9768 30
394 6895 16
425 403 27
6760 8396 5
9074 9833 14
8307 3409 21
281 8155 32
4101 2043 26
6940 8722 6
4285 687 31
9388 3107 18
5306 8367 17
9932 5645 27
6541 1017 11
2304 120 13
6433 3535 9
7632 7256 5
2254 1551 22
4250 6924 17
5780 3000 13
9810 3826 16
1926 1633 39
8727 7349 21
3394 9646 1
2249 5750 27
8120 3025 21
7677 1125 13
696 5044 22
6519 5545 9
3864 8714 30
1793 3122 31
9595 5491 33
5672 2965 29
4099 7335 5
9984 2027 27
7804 511 13
2185 718 13
6013 6008 20
7907 3961 18
8159 1997 23
9508 3919 2
7812 9200 28
5955 3 16
9442 7009 35
9928 9888 18
8065 102 20
6751 908 24
6665 852 16
4597 5399 8
1079 277 16
7609 5067 31
5431 3376 8
7484 2251 16
7035 5014 30
9025 8149 28
4722 1408 22
1661 9058 28
6177 1972 14
7991 819 18
1357 7391 19
1240 6083 18
3455 7626 17
6908 9849 24
622 3847 30
3695 4244 15
8167 9219 28
3953 7167 24
9672 99 22
6733 5023 19
2612 4672 12
2586 7968 33
3162 3974 12
7948 4288 14
5166 3299 15
1755 8768 18
3664 5595 26
5489 8456 12
7679 2604 26
8970 5675 18
7727 172 21
7556 3461 22
3156 8172 19
5167 1965 21
6548 937 15
8574 6917 18
1241 279 18
8564 4023 9
6716 2358 12
3607 7159 2
1883 9727 22
4768 2389 19
7507 6902 18
3497 506 15
7909 1111 31
3781 2356 12
857 6185 10
6862 3369 15
2695 6511 22
1687 1101 16
1684 4767 20
228 8655 12
2452 5268 21
7114 4422 19
8568 129 18
4351 3014 36
807 8357 36
7421 2792 26
9656 9272 16
7694 4659 19
774 1245 -6
691 9151 22
1060 3207 28
6199 5468 18
7650 4291 26
7620 5613 24
5851 482 6
7510 9369 30
