800000 2000
503140 188966 16
374117 50948 23
333836 388238 10
165106 566733 20
682328 744914 26
345279 236376 15
436257 410162 14
762316 158917 36
150680 195872 24
142594 516844 21
770853 346897 24
188181 288788 26
231199 606869 20
747685 527427 8
701867 485891 18
690788 127313 35
68154 474416 10
581405 117927 22
744013 464697 24
13515 748025 19
300519 369047 10
318004 330362 -3
676824 279676 15
425425 627576 14
277170 356915 22
5451 697349 20
375783 577313 18
317758 220375 25
63956 141804 22
661656 670795 12
7097 40383 27
566287 37417 15
499668 263477 25
421344 27603 20
168913 252860 27
438304 81661 24
455859 547762 30
790644 485920 31
453695 27706 5
239280 635615 21
521502 15897 17
326903 151953 29
724606 117998 21
652961 208619 12
317354 220167 32
73670 59172 19
500755 555313 36
725503 679513 3
494600 574257 18
225151 760890 32
133808 359596 21
727722 300483 19
151735 758689 14
492630 587128 6
587144 455338 2
36490 280156 22
726394 383938 22
118814 669538 4
259688 348429 14
119406 153472 17
250112 462332 19
241001 771551 25
509424 586967 17
765392 15381 22
28936 147549 13
472676 702605 40
88497 341805 22
471585 705666 22
739468 55313 21
765488 58320 23
426077 392383 26
171930 39969 21
204772 5779 20
109027 440607 34
578786 530472 18
494544 96400 20
741988 481636 17
729013 264715 40
296243 543808 22
365078 451626 7
310808 558940 11
731881 240146 21
460705 84720 14
577493 574899 24
271197 549136 26
749942 215812 11
628763 341225 23
241815 513097 32
234031 466691 24
633461 762959 10
594605 345470 21
60675 679084 15
797355 180823 31
79265 49945 17
328609 3048 5
448718 213449 20
605929 45286 10
731932 514800 21
473267 3788 5
266743 786934 19
539725 464510 25
668091 460398 17
562968 111187 23
48437 792949 4
267066 528444 16
28646 587506 37
120537 308741 25
115776 82902 15
468317 627347 18
165350 77147 2
773042 548388 13
236272 517191 21
513411 56212 16
565796 722984 17
126592 634004 15
299069 385686 6
213400 394995 30
764200 356725 16
379711 248279 33
337400 167172 11
415882 158887 22
382672 35463 28
465005 737027 15
494185 246391 7
223227 707951 8
22055 294972 14
554055 323487 11
187149 535546 11
338146 355848 22
767337 250245 20
96030 713959 16
686590 193023 21
575684 365359 33
27835 569894 27
29466 479343 18
385336 118583 18
766138 513362 21
204407 482163 14
