60000 60000
48563 19161 39
284 3545 19
57324 55483 28
7111 32434 20
9959 50396 15
51705 12666 21
25938 54703 20
6126 3433 22
4670 11680 20
39696 24865 16
57341 43737 27
24255 34384 19
39588 55961 11
29226 28204 22
2826 59676 27
11220 32694 31
49895 56408 36
57519 52570 20
19574 54491 11
4649 16942 6
8188 15134 15
23084 38484 12
2909 15922 28
4349 2828 30
39417 20404 21
44170 53125 20
36875 25440 18
36848 41785 11
24560 34669 2
6979 5197 22
2889 53964 15
18884 13133 30
42422 21925 17
8360 6258 12
43611 12638 13
30584 20893 21
45374 59253 24
19396 38365 1
43650 52709 16
7034 3982 28
943 12707 12
5794 5325 25
11528 14153 23
31655 57394 29
29754 27243 45
50491 45722 11
40852 15330 13
35266 9645 14
44971 38532 28
5941 57757 22
12116 8894 15
26396 58726 24
14919 23897 16
15635 2765 29
573 18999 20
58053 31555 22
34227 10932 23
54622 9235 12
9087 51522 37
41849 26294 25
8287 40306 10
31519 24428 26
42406 41553 35
7047 48348 14
48673 54073 23
25305 3860 39
20798 12540 11
18671 52237 13
47374 33961 15
18092 35909 22
10711 39378 13
3332 43542 28
50757 46246 23
43439 4456 23
37851 38576 36
20247 57016 22
45672 10880 36
21944 9103 8
13973 11819 22
48812 59949 17
8576 59605 24
54341 6769 19
31538 18944 7
43854 34228 22
27195 35742 14
6355 35691 22
170 16295 14
40966 57052 22
2045 52523 12
29578 43636 20
35767 20916 20
59059 20810 16
56251 43495 25
23328 6497 12
35993 6361 22
21776 43624 19
35431 37387 14
39467 36239 21
54143 24 19
57644 15355 20
24075 30945 7
39292 37896 14
22802 11097 24
55601 33318 25
58806 50088 23
3473 36105 22
25682 45654 12
25858 7745 26
29948 58986 28
15187 41848 21
47672 44432 14
29923 46775 25
57444 5791 27
17470 28274 20
59121 7139 16
52626 22487 8
56205 34309 19
7188 32106 14
19970 19649 22
39354 38608 12
52989 49008 21
51883 19800 14
29132 13892 16
6371 51259 7
44416 7755 16
46893 8380 22
9611 33933 19
42311 7368 11
26370 13355 10
3745 20724 8
18652 26368 18
54429 37059 13
17425 59041 8
58055 57033 23
13117 42741 18
42596 55418 23
32928 26725 26
35672 52011 23
3303 36405 20
19198 10881 22
25421 42054 22
36164 15373 24
2349 14774 13
3944 50664 20
59461 52091 23
28990 19663 17
31392 51469 22
57711 19724 22
29566 28395 15
42636 55246 13
16739 9065 28
38800 30774 9
41265 31218 20
38407 9691 28
36082 22968 14
44877 44379 34
34034 32006 22
14739 9409 11
25758 452 33
1785 21824 22
36101 15601 41
22417 31543 16
43482 26504 18
39713 18028 17
2920 41385 36
37397 40339 18
23614 43740 9
7800 12320 5
895 56313 11
13094 47974 15
48045 25113 9
23389 46202 8
20603 20687 25
29593 50718 17
18687 58131 1
28296 17489 20
20005 18748 28
48736 14089 34
49840 4270 27
26200 15484 30
58509 21694 35
17276 3063 29
52337 38920 13
47633 33436 14
26652 13711 32
33766 30420 19
17596 9403 19
4476 4018 2
48897 53675 18
40774 36308 26
30684 20666 27
11977 20290 18
14913 39132 21
3211 35764 27
45775 603 10
39519 51862 16
40802 30230 28
36975 20623 10
49019 7992 13
28458 53818 13
32702 27218 19
14595 47930 12
48972 5368 10
13547 27648 6
32416 39521 27
43614 25 8
14658 29608 27
4065 7526 12
35224 6890 30
14618 13031 18
44298 5956 24
4625 26503 24
17983 42901 25
26732 17960 27
45738 16913 25
25837 59222 17
29950 21563 17
37816 6100 38
6095 22738 19
3965 44491 30
40468 59857 26
1748 39693 23
34560 23751 15
34725 6838 13
51116 50139 24
10667 58475 18
31570 2128 12
15955 20893 11
8172 32227 12
11773 16581 8
59641 49897 21
9273 58311 19
45624 21204 18
20459 7729 25
37739 42093 23
32936 44474 11
8821 28600 28
20758 33637 4
2652 49397 25
2319 7965 16
45959 21626 19
43294 26457 19
11968 52700 31
24342 7688 9
9192 35557 20
27360 24261 37
28726 48460 24
29423 45273 20
16771 20371 23
5849 7181 4
18282 43817 5
9059 46072 23
2695 48345 9
19494 28343 28
33689 18725 23
3947 48787 24
29440 41483 24
48431 13664 20
6015 47874 24
24552 15007 20
14241 55409 22
37148 54695 22
58022 7558 17
43047 29189 14
59879 1119 20
25839 42049 32
7719 55711 34
49629 2042 19
7972 50122 19
43977 38909 30
4560 18943 32
51477 4226 28
12271 15224 27
11794 10678 18
13433 43615 9
22320 3292 20
13863 50806 7
12778 27988 8
11802 29663 17
47639 42705 24
3016 24968 21
51393 34863 22
2183 7898 14
11553 42036 22
19250 56599 22
7302 23215 7
12803 47548 21
38287 13339 9
58170 42718 15
33996 27098 23
1684 30574 21
7712 29371 17
43988 52247 20
37249 9910 24
44861 16956 18
42583 4009 6
57154 42192 26
53425 48836 29
45296 41065 26
18207 55387 11
4330 44980 16
11281 21113 17
29436 33623 18
20552 51666 25
24567 50675 24
11639 37347 36
21452 39618 25
1667 51796 8
47087 39095 18
12676 38487 16
24309 26243 31
49025 52008 30
18742 25868 32
30871 46028 19
27563 41909 20
24499 42676 24
11760 8090 21
11131 13753 24
34498 22765 24
36977 34317 7
32712 58137 14
3569 7279 20
28785 22192 18
56769 22611 7
25609 27514 25
39774 23947 16
49761 37101 27
1909 13357 14
21409 19450 4
